name,ja,zh
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.16,・「バンダイナムコID」及び「Side-876 倶楽部」へは無料で会員登録いただけます。,·「반다이 남코 ID」및 「Side-876 클럽」에는 무료로 회원 등록하실 수 있습니다.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.17,・既に「バンダイナムコID」及び「Side-876 倶楽部」への会員登録を行っているお客様は、再度会員登録を実施いただく必要はございません。,·이미 「반다이 남코 ID」및 「Side-876 클럽」에 회원 등록을 실시하고 있는 손님은. 재차 회원 등록을 실시해 주실 필요는 없습니다.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.18,・お客様情報をご登録いただいた後、「バンダイナムコID」及び「Side-876 倶楽部」への会員登録の際にご登録いただいたメールアドレス宛に、本イベント当日のご本人様確認に用いるメール（以下、当日確認用メールといいます）をお送りします。,·손님 정보를 등록해 주신 후. 「반다이 남코 ID」및 「Side-876 클럽」에 회원 등록 시에 등록해 주신 메일 주소앞에. 본이벤트 당일의 본인 확인에 이용하는 메일(이하. 당일 확인용 메일이라고 합니다)을 보내 드립니다.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.19,・登録完了後にお客様情報を変更することはできません。,·등록 완료 후에 손님 정보를 변경할 수 없습니다.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.2,・お客様が未成年者の場合、法定代理人（親権者等）の同意を得てから本応募企画にご参加ください。,·손님이 미성년자인 경우. 법정 대리인(친권자등) 의 동의를 얻고 나서 본응모 기획에 참가해 주세요.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.20,・お客様情報の不備またはお客様の都合により当日確認用メールをお届けできない場合、本応募企画の当選は無効となりこの場合でも本イベントにご参加いただくことはできません。,"·손님 정보의 미비 또는 손님의 형편에 의해 당일 확인용 메일을 전달할 수 없는 경우, 본응모 기획의 당선은 무효가 되어 이 경우에서도 본이벤트에 참가해 주실 수 없습니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.21,・ご登録のメールアドレスにて、ドメイン指定受信を設定されている場合、【@bnlc-e.jp】からの受信許可の設定をお願いいたします。,"· 등록 메일 주소에서, 도메인 지정 수신이 설정되어 있는 경우,【@bnlc-e.jp】로부터의 수신 허가 설정을 부탁 드리겠습니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.22,・お客様のメールの設定によっては、迷惑メールフォルダに当選通知メールが受信される場合がございます。もし受信が確認できない場合など、迷惑メールフォルダも併せてご確認ください。,"·손님 메일의 설정에 따라, 스팸 메일 폴더에 당선 통지 메일이 수신되는 경우가 있습니다. 만약 수신을 확인 할 수 없는 경우, 스팸 메일 폴더도 아울러 확인해 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.3,・本応募企画は日本国内に在住されているお客様を対象としています。,·본응모 기획은 일본내에 거주되고 있는 손님을 대상으로 하고 있습니다.
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.4,・本応募企画のご当選者様発表は、抽選終了後、本イベント特設ページにて当選通知をお送りする形式で代えさせていただきます。,"·본응모 기획의 당선자님 발표는, 추첨 종료후, 본이벤트 특설 페이지에서 당선 통지를 보내 드리는 형식으로 대신하도록 해 받습니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.5,・当選通知は2019年9月上旬を予定しておりますが、都合により多少遅れる可能性がございます。予めご了承ください。,"·당선 통지는 2019년 9월 초순을 예정하고 있습니다만, 형편에 의해 다소 늦을 가능성이 있습니다. 미리 양해해 주십시오."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.6,・本イベントの詳細事項につきましては、ゲーム内での当選通知後、お客様情報入力時に必要となる「バンダイナムコID」及び「Side-876 倶楽部」への会員登録の際にご登録いただいたメールアドレス宛に、メールにてお知らせさせていただきます。,"·본이벤트의 상세 사항에 대해서는, 게임내에서의 당선 통지 후, 손님 정보 입력시에 필요한 「반다이 남코 ID」및 「Side-876 클럽」에 회원 등록 시에 등록해 주신 메일 주소로, 메일에서 소식받도록 합니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.7,・複数の本ゲームアカウントを利用して本応募企画に応募した場合、お客様は当選資格を失います。,"·복수의 본게임 계정을 이용해 본응모 기획에 응모했을 경우, 손님은 당선 자격을 잃습니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.8,・ご登録内容に不備がある場合は、本応募企画へのご応募は無効となりますのでご注意ください。,"· 등록 내용에 미비가 있는 경우, 본응모 기획에의 응모는 무효가 되기 때문에 주의해 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.5.descriptions.9,・当選通知が届いた場合でも、本イベントへのご入場時、本応募規約への違反等の事由により、応募資格を満たさないことが確認された場合、入場をお断りさせていただく場合がございます。,"·당선 통지가 도착했을 경우에서도, 본이벤트에 입장시, 본응모 규약의 위반등의 사유에 의해, 응모 자격을 채우지 않는 것이 확인되었을 경우, 입장을 거절하는 경우가 있습니다."
extraCampaign.application.applicationAgreementDialog.body.items.5.title,本応募企画に関する注意事項,본응모 기획에 관한 주의 사항
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.1,■イベント当日の本人確認について,■이벤트 당일의 본인 확인에 대해
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.10,運転免許証 / パスポート / 顔写真付きマイナンバーカード / 顔写真付き住民基本台帳カード / 顔写真付き学生証 / 顔写真付き社員証 / 顔写真付き健康保険被保険者証 / その他公的機関が発行した顔写真付き身分証明書,운전 면허증 / 패스포트 / 얼굴 사진 첨부 마이 넘버 카드 / 얼굴 사진 첨부 주민기본대장 카드 / 얼굴 사진 첨부 학생증 / 얼굴 사진 첨부 사원증 / 얼굴 사진 첨부 건강 보험 피보험자증 / 그 외 공적 기관이 발행한 얼굴 사진 첨부 신분 증명서
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.11,・お名前が確認できる身分証明書に該当する書類は以下のいずれかになります。,·이름을 확인할 수 있는 신분 증명서에 해당하는 서류는 이하입니다.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.12,学生証 / 社員証 / 住民基本台帳カード / 健康保険被保険者証 / 住民票の写し / 母子健康手帳 / 年金手帳,학생증 / 사원증 / 주민기본대장 카드 / 건강 보험 피보험자증 / 주민표의 사본 / 모자 건강 수첩 / 연금 수첩
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.13,・コピーした身分証明書、有効期限切れの身分証明書、クレジットカード、定期券、診察券、ポイントカード、公共料金払込票、マイナンバー通知カード等は有効な身分証明書には該当しません。\r,"·카피한 신분 증명서, 유효기간 조각의 신분 증명서, 크레디트 카드, 정기권, 진찰권, 포인트 카드, 공공 요금 불입표, 마이 넘버 통지 카드등은 유효한 신분 증명서에는 해당하지 않습니다. \r"
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.14,■その他イベントについて,■그 외 이벤트에 대해
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.15,・本イベントにおきましては、フラワースタンド等の祝花を受け付けさせていただく予定です。詳細は追ってご案内いたします。,"·본이벤트에서, 플라워 스탠드등의 축화를 받을 예정입니다. 자세한 것은 후에 안내하겠습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.16,・座席は当日確認用メールにてご案内いたします。,·좌석은 당일 확인용 메일에서 안내하겠습니다.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.17,・座席の指定はできません。また、座席位置は会場内からランダムに抽選させていただきます。,"·좌석의 지정은 할 수 없습니다. 또, 좌석 위치는 회장내로부터 랜덤에 추첨하도록 해 받습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.18,・イベント会場の都合上、座席によってはご着席いただいた状態でご観覧いただきます。予めご了承ください。,"·이벤트 회장의 형편상, 좌석에 따라서는 착석한 상태로 관람해 주십니다. 미리 양해해 주십시오."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.19,・座席位置によっては一部見えづらい場所もございます。予めご了承ください。,·좌석 위치에 따라서는 일부 보이기 힘든 장소도 있습니다. 미리 양해해 주십시오.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.2,本イベント当日は受付の混雑が予想されるため、開場時間前に本人確認を実施致します。当選されたお客様ごとに受付時間が異なりますのでご注意ください。受付時間および受付場所については当日確認用メールをご確認ください。,"본이벤트 당일은 접수의 혼잡이 예상되기 때문에, 개장 시간전에 본인 확인을 실시 합니다. 당선된 손님 마다 접수 시간이 다르기 때문에 주의해 주세요. 접수 시간 및 접수 장소에 대해서는 당일 확인용 메일을 확인해 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.20,・座席位置によって、見切れの度合いは異なりますのでご注意ください。,"·좌석 위치에 따라, 간격이 다르기 때문에 주의해 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.21,・イベント会場までの交通費、宿泊費その他のイベント参加にかかる費用は、お客様の自己負担となります。,"·이벤트 회장까지의 교통비, 숙박비 그 외의 이벤트 참가에 걸리는 비용은, 손님의 자기 부담이 됩니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.22,・イベントの前日及び深夜からのご来場はご遠慮ください。,"·이벤트의 전날 및 심야부터의 입장은 하지 말아 주세요. ,"
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.23,・会場には駐車、駐輪を行えるスペースはございません。ご来場の際は公共の交通機関をご利用ください。,"·회장에 주차, 자전거를 세워두는 일을 실시할 수 있는 공간은 없습니다. 입장때는 공공 교통기관을 이용하십시오."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.24,・会場および会場近辺には喫煙所はございませんのでご了承ください。,·회장 및 회장 부근에 흡연소는 없기 때문에 양해해 주십시오.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.25,・会場内外で発生した事故、盗難その他のトラブル等について、弊社は一切責任を負いません。,"·회장내외에서 발생한 사고, 도난 그 외의 트러블등에 대해, 폐사는 일절 책임을 지지 않습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.26,・お客様が法令違反行為、第三者の権利を侵害する行為、その他弊社が不適当と判断する行為をした場合には、イベント参加の取消、会場からの排除、その他の弊社が適切と判断する対応をすることがあります。,"·손님이 법령 위반행위, 제삼자의 권리를 침해하는 행위, 그 외 폐사가 부적당이라고 판단하는 행위를 했을 경우에는, 이벤트 참가의 취소, 회장으로부터의 배제, 그 외의 폐사가 적절이라고 판단하는 대응을 하는 일이 있습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.27,・イベント会場において、無許可での撮影または録音はかたくお断りいたします。,"·이벤트 회장에 있어, 무허가 촬영 또는 녹음은 딱딱하게 거절하겠습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.28,・弊社が運営するサイトや各種報道媒体を通じて公開されるイベント映像または画像に、イベントに参加したお客様の肖像が映り込む場合があります。,"·폐사가 운영하는 사이트나 각종 보도 매체를 통해서 공개되는 이벤트 영상 또는 화상에, 이벤트에 참가한 손님의 초상이 비치는 경우가 있습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.29,・イベント当日の物販はございません。,·이벤트 당일 물건 판매는 없습니다.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.3,開場前受付：13:00～14:00／15:00～16:00（予定）,개장 전접수:13:00~14:00/15:00~16:00(예정)
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.30,・イベントを予告なく変更または中止する場合があります。,·이벤트를 예고 없이 변경 또는 중지하는 경우가 있습니다.
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.4,当選されたお客様は本イベント当日、以下を必ずお持ちください。,"당선된 손님은 본이벤트 당일, 이하를 반드시 가져 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.5,※万が一、ご持参いただけない場合は、観覧席エリアへのご入場をお断りさせていただきます。予めご了承ください。,"※만일, 지참 하실 수 없는 경우는, 관람석 구역에 입장을 거절하도록 하겠습니다. 미리 양해해 주십시오."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.6,【当日ご持参いただきたいもの】,【당일 지참해 주셨으면 싶은 것】
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.7,ご本人様確認のため､当日確認用メール及びお名前が確認できる身分証明書(顔写真付きの身分証明書であれば1点、お持ちでない場合は、お名前が確認できる身分証明書2点のご提示をいただきます)を本イベント受付にて確認させていただきますので必ずご持参ください。,"본인 확인을 위해서, 당일 확인용 메일 및 이름을 확인할 수 있는 신분 증명서(얼굴 사진 첨부의 신분 증명서이면 1점, 가지고 있지 않은 경우는, 이름을 확인할 수 있는 신분 증명서 2점의 제시를 받습니다)를 본이벤트 접수에서 확인하도록 해 받기 때문에 반드시 지참해 주세요."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.8,なお、顔写真付きの身分証明書内のお写真とご当選者様の容姿が著しく異なる場合、ご入場いただけない場合がございます。,"덧붙여 얼굴 사진 첨부의 신분 증명서내의 사진과 당선자님의 용모가 현저하게 다른 경우, 입장 하실 수 없는 경우가 있습니다."
extraCampaign.application.applicationAgreementDialog.body.items.6.descriptions.9,・顔写真付きの身分証明書に該当する書類は以下のいずれかになります。,·얼굴 사진 첨부 신분 증명서에 해당하는 서류는 이하가 됩니다.
extraCampaign.application.applicationAgreementDialog.body.items.6.title,本イベントに関する注意事項,본이벤트에 관한 주의 사항
extraCampaign.application.applicationAgreementDialog.title,応募規約,응모 규약
extraCampaign.application.applyErrorDialog.text,応募期間が終了しているため\r応募できませんでした,응모 기간이 종료되었기 때문에\r응모할 수 없습니다
extraCampaign.application.applyErrorDialog.title,応募エラー,응모 에러
extraCampaign.application.applyResultDialog.comment,応募券の使用先設定を保存しました\r\r抽選は応募期間終了時点での内容で処理されます,응모권의 사용처 설정을 보존했습니다\r\r추첨은 응모 기간 종료시점에서의 내용으로 처리됩니다
extraCampaign.application.applyResultDialog.notice,応募期間中はいつでも\r何度でも応募先を変更することができます,응모 기간중 언제라도\r몇 번이라도 응모처를 변경할 수가 있습니다
extraCampaign.application.applyResultDialog.title,応募設定完了,응모 설정 완료
extraCampaign.application.applyTimeLimit,yyyy/mm/dd HH:MMまで,yyyy/mm/dd HH:MM까지
extraCampaign.application.applyTimeLimitLabel,応募期間,응모 기간
extraCampaign.application.heading,応募券の使用先を選んでください,응모권의 사용처를 선택해 주세요
extraCampaign.application.notice,必ず応募規約をお読みいただき\r内容に同意した上でご応募ください,반드시 응모 규약을 읽고\r내용에 동의 한 다음 응모해 주세요
extraCampaign.application.possessionTicketCountLabel,獲得数,획득수
extraCampaign.application.receivTimeOverNotice,受け取り期間終了,수취 기간 종료
extraCampaign.application.receiveTicketsErrorDialog.text,受取期間が終了しているため\r応募券を受け取れませんでした,수취기간이 끝나서\r신청권을 받지 못했습니다
extraCampaign.application.receiveTicketsErrorDialog.title,応募券受け取りエラー,응모권수취 에러
extraCampaign.application.receiveTicketsResultDialog.text,%{ticketName}を\r%{ticketCount}枚獲得しました,%{ticketName}을 \r%{ticketCount}매 획득했습니다
extraCampaign.application.receiveTicketsResultDialog.title,応募券受け取り,응모권수취
extraCampaign.application.receiveTimeLimit,yyyy/mm/dd HH:MMまで,yyyy/mm/dd HH:MM까지
extraCampaign.application.receiveTimeLimitLabel,受取期間,수취 기간
extraCampaign.application.receivedNotice,受け取り済,수취함
extraCampaign.application.ticketCountUnit,枚,매
extraCampaign.application.warnings.1,A賞およびB賞に応募し、A賞に当選した場合、B賞の抽選は行われません。,"A상 및 B상에 응모해, A상에 당선됐을 경우, B상의 추첨은 행해지지 않습니다."
extraCampaign.application.warnings.2,応募先は応募期間中何度でも変更できますが、応募期間終了時に選択していた応募先に自動的に応募されます。なお、応募完了時、応募規約に同意したものとみなされます。,"응모처는 응모 기간중 몇 번이라도 변경할 수 있습니다만, 응모 기간 종료시에 선택하고 있던 응모부터 자동적으로 응모됩니다. 덧붙여 응모 완료시, 응모 규약에 동의 한 것으로 간주해집니다."
extraCampaign.result.appliedTicketArea.rewardTitles.1,A賞,A상
extraCampaign.result.appliedTicketArea.rewardTitles.2,B賞,B상
extraCampaign.result.appliedTicketArea.ticketNum,%{ticketNum}枚,%{ticketNum}매
extraCampaign.result.appliedTicketArea.title,応募総数,응모 총수
extraCampaign.result.idConfirmationDialog.description,個人情報の入力には上記のコードが必須となります,개인정보의 입력에는 상기의 코드가 필수가 됩니다
extraCampaign.result.idConfirmationDialog.notice,このIDは当選者を識別するためのIDなので\r第三者に知られないようにしてください,이 ID는 당선자를 식별하기 위한 ID인 것로\r제삼자에게 알려지지 않도록 해 주세요
extraCampaign.result.idConfirmationDialog.title,イベント参加用シリアルコード,이벤트 참가용 시리얼 코드
extraCampaign.result.receiveRewardResultDialog.text,%{name}を\r%{num}枚獲得しました,%{name}을 \r%{num}매 획득했습니다
extraCampaign.result.receiveRewardResultDialog.title,アイテム受け取り,아이템 수취
extraCampaign.result.rewardA.notice,期限までに個人情報の入力が完了していない場合、当選が無効となります,"기한까지 개인정보의 입력이 완료하고 있지 않는 경우, 당선이 무효가 됩니다"
extraCampaign.result.rewardState.lose,非当選,비당선
extraCampaign.result.rewardState.received,受け取り済,수취함
extraCampaign.result.rewardState.unapplied,未応募,미응모
extraCampaign.result.rewardState.waitForAnnouncement,抽選中,추첨중
gasha.gashaHistory.gashaName,「%{name}」\nで加入したアイドルです。,「%{name}」\n(으)로 가입한 아이돌입니다.
gasha.gashaHistory.noGashaHistory,ガシャの履歴はありません。,가챠의 이력은 없습니다.
gasha.stamp.complete,スタンプ報酬すべて獲得済み,스탬프 보수 모두 획득이 끝난 상태
gasha.stamp.notice.default,スタンプカードが最後まで埋まった後は1枚目～%{boardNum}枚目の内容を繰り返します,스탬프 카드가 끝까지 메워진 후엔 1장째~%{boardNum}장째의 내용을 반복합니다
gasha.stamp.notice.maxStampNum,スタンプ%{maxStampNum}個目以降はスタンプ報酬を獲得できません,스탬프%{maxStampNum}장 이후는 스탬프 보수를 획득할 수 없습니다
header.characterBirthday,誕生日特設ページ,생일 특설 페이지
header.extraCampaign,イベント特設ページ,이벤트 특설 페이지
header.gashaHistory,ガシャ履歴,가챠 이력
produceAction.eventDetailPop.title,発動中イベント,발동중 이벤트
produceItemPreparation.expiredTime,%{expiredAt}まで,%{expiredAt}까지
reporterEvent.answer.acceptInterview,取材を受ける,취재를 받는다
reporterEvent.answer.declineInterview,取材を受けない,취재를 받지 않는다
reporterEvent.answer.lesson,レッスンの様子,레슨의 모습
reporterEvent.answer.ok,これでOK,이것으로 OK
reporterEvent.answer.private,プライベートの様子,프라이버시의 모습
reporterEvent.answer.rethink,考え直す,다시 생각한다
reporterEvent.answer.work,仕事の様子,업무의 모습
reporterEvent.answerMail,密着取材の依頼だ\nどうしようか……,밀착 취재의 의뢰다\n어떻게 하지……
reporterEvent.badReporter,阿久井 徳次郎と申します──それじゃ、\n隅から隅まで取材させていただくんで、どうぞ宜しく,"아쿠이 도쿠지로라고 합니다─그러면, \n구석 구석까지 취재하기 때문에, 아무쪼록 잘 부탁드립니다"
reporterEvent.declineInterview,やめておこう。\n残念だが今回は都合がつかないな────,그만두자. \n유감이지만 이번엔 형편이 되지 않아─
reporterEvent.eventDetailTitle.failure,悪徳記者取材中,악덕 기자 취재중
reporterEvent.eventDetailTitle.success,敏腕記者取材中,민완 기자 취재중
reporterEvent.eventEndCutIn.endText,取材による効果の発動期間が終了しました,취재에 의한 효과의 발동 기간이 종료했습니다
reporterEvent.eventEndCutIn.failure,うちの記事のせいでアイドルの評判が落ちた？\n言いがかりはよしてください。偶然ですよ、偶然──,"우리 기사 탓으로 아이돌 평판이 떨어졌어? \n트집은 그만해 주세요. 우연이에요, 우연─"
reporterEvent.eventEndCutIn.success,素敵なお話をありがとうございました！\nこれからのご活躍も楽しみにしております──！,멋진 이야기 감사합니다! \n 앞으로의 활약도 기대하고 있습니다─!
reporterEvent.goodReporter,敏腕通信社『週刊イチオシ！』編集部の善村 良子です！\n%{name}様の魅力を伝えられるように努めます！,민완 통신사 『주간 이치오시!』편집부의 요시무라 료우코입니다! \n%{name}님의 매력을 전하도록 노력합니다!
reporterEvent.incomingMail,『%{name}様のご活躍を拝見し、\n是非とも、お話を伺いたいと────────』,"『%{name}님의 활약을 보며, \n 부디, 이야기를 듣길 희망합니다─』"
reporterEvent.selectInterviewType,よし！　それじゃあ、\nどんな記事にしてもらおうか？,"좋아! 그러면, \n어떤 기사로 받을까?"
reporterEvent.speaker.badReporter,悪徳記者,악덕 기자
reporterEvent.speaker.goodReporter,敏腕記者,민완 기자
staffAssistEvent.eventDetailTitle,はづきさんアシスト中,하즈키씨 어시스트중
staffAssistEvent.greet,プロデューサーさん、どうかしましたか～？,"프로듀서님, 무슨 일 입니까~?"
staffAssistEvent.receivePresent,えっ、私に差し入れですか～？,"엣, 저에게 간식입니까~?"
staffAssistEvent.openPresent,ありがとうございます♪\n中身を見てもいいですか～？,감사합니다♪\n내용물을 봐도 좋을까요~?
staffAssistEvent.present.daifuku,いちご大福ですか～、とっても美味しそうです♪\nお茶を淹れるので、ご一緒しませんか～？,"딸기 대복인가요~, 굉장히 맛있을 것 같네요♪\n차를 끓이므로, 함께 하지 않겠습니까~?"
staffAssistEvent.present.pudding,プリンですか～、とっても楽しみです♪\n冷蔵庫で冷やしてからいただきますね～,"푸딩입니까~, 매우 기대됩니다♪\n냉장고로 차게 해서 먹을께요~"
staffAssistEvent.present.chocolate,チョコレートですか～、疲れに良いって言いますもんね♪\n早速いただいちゃいますね～,"초콜릿입니까~, 피로에 좋다고 하네요♪\n바로 받아버렸어요~"
staffAssistEvent.workHard,頑張っちゃいますよ～♪,열심히 하겠습니다~♪
staffAssistEvent.rest,少し休憩してきますね～……,잠시 쉬었다 올게요~……
shop.applyCampaignConfirmation.notices.1,購入前に必ず応募規約をお読みください,구입전에 반드시 응모 규약을 읽어 주세요
shop.applyCampaignConfirmation.notices.2,購入時に応募規約に同意したものとみなします,구입시에 응모 규약에 동의 한 것으로 간주합니다
shop.applyCampaignConfirmation.title,購入確認,구입 확인
shop.dayLimit,%{limit}/日,%{limit}/일
shop.monthLimit,%{limit}/月,%{limit}/월
shop.packageDialog.itemNameAndNum,%{name} × %{num},
shop.packageDialog.noticeLimitText,【有効期限】%{expireDate},【유효기간】%{expireDate}
shop.smallTabTitles.money.all,ALL,
skinDetail.concertOnlyNotice,衣装変更対象はライブ衣装のみとなり、\r私服衣装は変更されません。,"의상 변경 대상은 라이브 의상만 되어,\r사복 의상은 변경되지 않습니다."
skinDetail.plainOnlyNotice,衣装変更対象は私服衣装のみとなり、\rライブ衣装は変更されません。,"의상 변경 대상은 사복 의상만 되어,\r라이브 의상은 변경되지 않습니다."
training.resultTitleSuper,トレーニング超成功,트레이닝 초성공
training.successType.great,大成功,대성공
training.successType.super,超成功,초성공
training.trainingTicketReturn.message,%{type}ボーナスの余剰Exp分を\rブロンズトレーニングチケットに変換して\rプレゼントに送りました,%{type}보너스의 잉여 Exp분을\r브론즈 트레이닝 티켓으로 변환해\r선물로 보냈습니다
training.trainingTicketReturn.title,トレーニングキャンペーン,트레이닝 캠페인
pushNotification.title,シャニマス,샤니마스
tutorial.staffMessage,初めにプロデュースするアイドルを選んであげてください♪\nチュートリアル後には他のアイドルもプロデュースできますよ～,처음에 프로듀스할 아이돌을 골라주세요♪\n튜토리얼 후에는 다른 아이돌도 프로듀스 할 수 있어요~
tutorial.unitDescription.1,小さな光を宿す少女たちで結成された、新世代のアイドルユニット。\n今はまだかすかな輝きでも、時にぶつかり時に支え合いながら、\n一等星を目指して歩んでいく！,자그마한 빛을 품고있는 소녀들로 결성된 신세대 아이돌 유닛.\n지금은 아직 희미한 반짝임이라도 때론 서로 부딪히고 때론 서로 도와가며\n일등성을 목표로 나아간다!
tutorial.unitDescription.2,胸に燻る焔を「ウタ」に、孤独な泪を「ネガイ」に変える、\n新世界の革命的アイドルユニット。\nゴシックなドレスを纏い、彼女たちは希望を謳い続ける―。,"가슴에 피울 불꽃을 「노래」로, 고독한 눈물을 ""소원""으로 바꾸는\n신세계의 혁명적 아이돌 유닛.\n고딕풍의 드레스를 감싸고 그녀들은 희망을 계속 노래한다─"
tutorial.unitDescription.3,"個性と個性がぶつかり合う全力系アイドルユニット。\n全身全霊でアイドル道を突き進む彼女達の姿こそ、\""クライマックス\""の証。\nファンもプロデューサーも世界も巻き込んでアイドル界のてっぺんを目指す！！",개성과 개성이 맞부딪치는 전력계 아이돌 유닛.\n혼신의 노력으로 아이돌의 길을 뚫고 전진하는 그녀들의 모습이야말로 클라이맥스의 증표.\n팬도 프로듀서도 세계도 모두 휩쓸며 아이돌계의 정상을 노린다
tutorial.unitDescription.4,ポップでハッピーな3人組アイドルユニット。\nアルストロメリアの花言葉「未来への憧れ」を胸に抱き、\n今日もシアワセなパフォーマンスで会場に笑顔を咲かせます！,"팝하며 해피한 3인조 아이돌 유닛.\n알스트로메리아의 꽃말 「미래를 향한 동경」을 가슴에 품고,\n오늘도 행복한 퍼포먼스로 공연장에 미소를 꽃피운다!"
tutorial.unitDescription.5,実在と非実在を行き来するカリスマ的アイドルユニット。\nアイドルというアバターを身に纏い、歌うは真実か、狂気か。\n解き放たれた迷光が、今日も世界を奔る。,실재와 비실재를 오가는 카리스마적 아이돌 유닛.\n아이돌이라는 아바타를 몸에 두르고 노래하는 것은 진실인가 광기인가.\n풀려난 미광이 오늘도 세계를 누빈다.
tutorial.unitDescription.6,幼なじみ４人で結成された、透明感あふれるアイドルユニット\n誰かになる必要なんてない――\n走り出す波を追って、少女たちは碧い風になる,소꿉친구 4명으로 결성된 투명감 넘치는 아이돌 유닛.\n누군가가 될 필요는 없어.\n달리기 시작하는 파도를 따라 소녀들은 푸른 바람이 된다.
tutorial.dialog.idolChoice.title,プロデュースアイドル確認,프로듀스 아이돌 확인
tutorial.dialog.idolChoice.message,%{name}で\nチュートリアルを開始しますか？,%{name}로\n튜토리얼을 시작하시겠습니까?
tutorial.dialog.deckEdit.title,確認,확인
tutorial.dialog.deckEdit.message,編成のチュートリアルを見ますか？,편성 튜토리얼을 보겠습니까?
training.invalidRarity2,Nのサポートアイドルには使用できません,N 서포트 아이돌에는 사용할 수 없습니다
training.invalidRarity3,R以下のサポートアイドルには使用できません,R 이하의 서포트 아이돌에는 사용할 수 없습니다
training.invalidRarity4,SR以下のサポートアイドルには使用できません,SR 이하의 서포트 아이돌에는 사용할 수 없습니다
training.invalidLevel,Lv.%{lv}以上のため使用できません,Lv.%{lv}이상이기 때문에 사용할 수 없습니다
training.normalInvalidBlockText,%{name}は\n他のトレーニングチケットと\n一緒に使用することはできません,%{name}은\n다른 트레이닝 티켓과\n함께 사용할 수 없습니다
training.featuredInvalidBlockText,他のトレーニングチケットと\n一緒に使用することはできません,다른 트레이닝 티켓과\n함께 사용할 수 없습니다
training.confirm.comment,以下のチケットを使って、\rアイドルをトレーニングしますか？,아래 티켓을 사용하여\r아이돌을 트레이닝시키시겠습니까?
training.confirm.lvNotice,Lv.2以上のサポートアイドルが選択されています\rアイドルをトレーニングした場合\r余剰分のExpは消失します,Lv.2이상의 서포트아이돌이 선택되어 있습니다\r아이돌을 트레이닝시키는 경우\r잉여분의 Exp는 소실됩니다
produceReady.idolRestrictionPop.title,編成アイドル制限,편성 아이돌 제한
produceReady.idolRestrictionPop.text.produceIdol,上記アイドルは\nまだ「%{title}」で\nプロデュースアイドルに選択できません,상기 아이돌은\n아직「%{title}」에서\n프로듀스 아이돌로 선택할 수 없습니다
produceReady.idolRestrictionPop.text.supportIdol,上記アイドルは\nまだ「%{title}」で\nサポートアイドルに選択できません,상기 아이돌은\n아직「%{title}」에서\n서포트 아이돌로 선택할 수 없습니다
