ja,zh
プロデューサーさん、\nそこにいますか……？,프로듀서님、\n거기에 있습니까……?
ふゆ、寂しいのは苦手です……\nプロデューサーさん……,후유、외로운 것은 서투릅니다……\n프로듀서님……
……いない？\nいないんですか？\n……はぁー……,…… 없어? \n없습니까? \n…… 하아─……
きゃ……っ\n……ふゆも触り返しちゃいますよ、えーい！,꺄……\n…… 후유도 만져버려요、에이!
プロデューサーさん……\nふゆ、こういうのは……その……,프로듀서님……\n후유、이런 것은…… 그……
ふゆなんて触っても楽しくないですよ……,후유는 만져도 즐겁지 않아요……
ざっけ……\n……や、やーん、どうしたんですか？,자……\n……야─양、무슨 일이에요?
……何してるんですか？,…… 뭐 하고 있습니까?
こんなことをするために、\nふゆをアイドルにしたんですか……？,이런 일을 하기 위해서、\n후유를 아이돌로 한 것입니까……?
なんか今日は、いいことがありそうな……,뭔가 오늘은、좋은 일이 있을 듯 한……
なんでもいいけど\n今日もよろしく,뭐든 좋지만\n오늘도 잘 부탁해
それで、\n今日は何をすればいいんだよ,그래서、\n오늘은 무엇을 하면 되는데
やることがあるなら\n早く言えよな,할일이 있다면\n빨리 말해줘
しっかりしろよ\nなにボ－っとしてんだ？,정신차려\n뭘 멍하니 있어?
なんだ？\nバスケの試合、\nテレビでやってんのか……,뭐야? \n농구 시합、\nTV로 하는 건가……
ふわぁ……\nなんか眠くなってきた……,후와아……\n어쩐지 졸려졌어……
ちょっ、いきなりなんだよ！,잠ㄲ、갑자기 뭐야!
わっ！\nテメ－気安く触んな！,왓! \n얌마 가볍게 만지지마!
……おい、怒るぞ？,…… 어이、화낸다?
おいっ、ふざけんな！\n何考えてんだアンタは！,어이、장난치지마! \n대체 무슨 생각이야 넌!
わっ、ちょっ、おいっ！\nどこ触ってんだよっ！,왓、잠ㄲ、어이! \n어딜 손 대는 거야!
サイテ－な野郎だな！\n次やったら\nマジで許さね－ぞ！,형편없는 자식이네! \n다음에 하면\n진짜로 용서 안할거야─!
今日はなんか掴めそうな気がすんだよな……,오늘은 뭔가 달성할 거 같은 기분이 드네……
プロデューサーさま、\n凛世を、お導きください……,프로듀서님、\n린제를、인도해주세요……
本日は、何を、いたしましょう……,오늘은、무엇을、해 볼까요……
プロデューサーさま……\n本日も、お傍で、勉強いたします……,프로듀서님……\n오늘도、옆에서、공부하겠습니다……
プロデューサーさま……\nどちらに、いらっしゃいますか……,프로듀서님……\n어느 쪽에、계십니까……
凛世は、プロデューサーさまを、\nお待ちしております……,린제는、프로듀서님을、\n기다리고 있습니다……
プロデューサーさま……\nお疲れで、いらっしゃいますか……,프로듀서님……\n피로하게、계십니까……
プロデューサーさま\n少し、困ります……,프로듀서님\n조금、곤란합니다……
プロデューサーさま\n驚きますゆえ……\nどうか、ご容赦を……,프로듀서님\n놀랐기 때문에……\n부디 용서를……
プロデューサーさま……\n身体ではなく、手を……温めていただけますか,프로듀서님……\n몸이 아니라、손을…… 따뜻하게 해 주시겠어요
いくら、貴方さまでも……\nそれは、なりません……\nご自制なさってください,아무리、당신이라도……\n그것은、안됩니다……\n자제해 주세요
……凛世は、悲しいです……,…… 린제는、슬픕니다……
……そのようなことをなさる、御方だったのですか？,…… 그러한 일을 하시는、분이었던 것입니까?
何かが、掴めそうな……気がいたします,뭔가、잡을 수 있을 것 같은…… 기분이 듭니다
今日のお仕事は何かしら,오늘의 일은 뭐죠?
今日も鍛錬あるのみよ\nさあ、レッスンしましょう！,오늘도 단련이 있을 뿐\n자、레슨합시다!
やる気はいつも充分よ！\n今日も頑張るわ！,의욕은 언제나 충분해요!\n오늘도 열심히 할 거에요!
いつでも動けるように\nウォーミングアップをしておかなきゃいけないわね,언제라도 움직일 수 있도록\n워밍업을 해 두지 않으면 안 되겠네요
もっともっと努力しないと\nトップアイドルにはなれないわ！,계속 노력하지 않는다면\n톱 아이돌이 될 수 없어요!
トレーニングはいつでも、どんなところでもできるのよ！,트레이닝은 언제든、어디서든 할 수 있는 거예요!
ちょっと！　何するのよ！,잠깐! 뭘 하는 거에요!
……アナタ、どういうつもり？,…… 당신、무슨 속셈이에요?
こういうことはやめて頂戴,이런 짓은 그만해줘요
信じられないわ……,믿을 수 없어요……
……失望したわね,…… 실망했어요
……何を考えているのか、説明してもらえる？,…… 대체 무슨 생각인지、설명해 주시겠어요?
今日は何か掴めそうな気がするわ……,오늘은 무언가를 잡을 수 있을 것 같다는 생각이 들어요……
やっほー\n今日もよろしくね☆\nプロデューサーさん！,―\n오늘도 잘 부탁해☆\n프로듀서님!
今日はレッスン？\nそれともお仕事かな？,오늘은 레슨? \n그렇지 않으면 일일까?
今日の調子もまーまーってところかな\n頑張っていこうね,오늘의 상태─라는 것일까\n노력해 가자
お、このファッション雑誌いい感じかも！\n後で読ませてもらうね,오、이 패션 잡지 좋은 느낌일지도! \n다음에 읽을게요
まだ少し時間あるから、ネイルしてるね～,아직 조금 시간 있기 때문에、네일 하고 있어요~
甜花ちゃんどうしてるかな～\nプロデューサーさん知ってる？,텐카쨩 뭐 하고 있을까~\n프로듀서님 알고 있어?
甜花ちゃん？\nあ、プロデューサーさんか,텐카쨩? \n아、프로듀서님인가
プロデューサーさん？\n何かあったのかな？,프로듀서님? \n뭔가 있었어?
急に触られたら驚いちゃうから\n声かけてほしいなっ,갑자기 손대면 놀라기 때문에\n말 걸기를 원하는데
まさか、甜花ちゃんにも\nおんなじことしてないよね……？,설마、텐카쨩에게도\n이런 짓 하고 있지 않지요……?
プロデューサーさん……\nこういうことするんだ……,프로듀서님……\n이런 짓 하는거야……
やっていいこととダメなことがあると思うな,해도 좋은 일과 안될 일이 있다고 생각해
今日はなんか\n成長できる気がするんだー☆,오늘은 뭔가\n성장할 수 있다는 생각이 든다―☆
あ、プロデューサーさん……\n今日は……何をするの……？,아、프로듀서님……\n오늘은…… 무엇을 하는 거야……?
あうぅ……\n事務所に来るの、疲れちゃった……,아우우……\n사무소에 오는 것、지친다……
甜花……今日は……\nどうすればいい……？,텐카…… 오늘은……\n뭘 하면 돼……?
あ、あれ……プロデューサーさん……いるの……？,저、저기…… 프로듀서님…… 있어……?
今日は……お休みかな……？,오늘은…… 휴가일까……?
甜花……ひとりだと……\n何もできない……,텐카…… 혼자라면……\n아무것도 할 수 없다……
これ……\nお仕事、なの……？,이거……\n일、이야……?
甜花……それ、こ、困る……,텐카…… 그거、고、곤란하다……
プ、プロデューサーさん……\nどう、したの……？,프、프로듀서님……\n뭐、했어……?
あう……それは……\nや、やだ……,아우…… 그건……\n나、싫어……
え……？\nええ……？？,에……? \n에에……??
そこは……\nプロデューサーさんでも、\nダメ……,거기는……\n프로듀서님이라도、\n안돼……
甜花……新しいことが、できそう……,텐카…… 새로운 일을、할 수 있을 것 같다……
ふふ、今日もレッスンがんばります♪,후후、오늘도 레슨 노력하겠습니다♪
おはようございます\n……え？　つ、疲れてなんてないですよ〜,안녕하세요 \n…… 에? 피、피곤하지 않아요~
プロデューサーさん、何か繕い物はないですか？,프로듀서님、뭔가 수선이 필요한 것은 없습니까?
プロデューサーさ〜ん……\nあれ……？,프로듀서님……\n어라……?
プロデューサーさん\n小物を買うときは、連れていってくださいね？,프로듀서님\n소품을 살 때는、데려가 주세요?
プロデューサーさん\n眉間にしわが寄ってますよ？,프로듀서님\n미간에 주름이 모이고 있어요?
……プロデューサーさん、\n女の子に急に触っちゃ、だめなんですよ？,…… 프로듀서님、\n여자 아이에게 갑자기 손대서는、안됩니다?
きゃっ！\nび……びっくりしました,꺗! \n…… 깜짝 놀랐습니다
こ～ら、プロデューサーさん\nそういうのはダメです,이런、프로듀서님\n그런 짓은 안됩니다
プ、プロデューサーさん？　どうされたんですか？,프、프로듀서님? 뭘 하신 건가요?
や、やめないと怒っちゃいますよ？,그、그만두지 않는다면 화내 버려요?
プロデューサーさんは\nそんな人じゃない……ですよね……？,프로듀서님은\n그런 사람이 아니…… 지요……?
今なら、何かが掴めそうな……,지금이라면、뭔가 잡을 수 있을 것 같은……
あ！\nおはよっす！,아! \n안녕임니다!
今日は何をするっす？,오늘은 무엇을 함니다?
何か面白いこと\nないっすかね～,뭔가 재미있는 일\n없슴니까~
それっ！\nあ、靴飛ばしたら\n立ったっす！,그거! \n아、신발 날리면\n섰슴니다!
あ！　今何か光ったっすよ！\n窓の外！,아! 지금 뭔가 빛난 것임요! \n창 밖!
む～……\n何も起きないっす～,무~……\n아무것도 일어나지 않슴니다~
ん？　どうかしたんすか？,응? 뭘 한 것임니까?
プロデューサーさんも\n退屈なんすか？,프로듀서님도\n지루함니까?
わっ！\nもー、急になんなんすか？,왓! \n도―、갑자기 무엇임니까?
えっ？　何してるんすか？,엣? 뭐 하고 있슴니까?
これ、なんの意味が\nあるんすか？,이것、무슨 의미가\n있슴니까?
ん～……なんか嫌な感じっす,응~…… 뭔가 싫은 느낌임니다
今日はなんか起きる気がするっす～,오늘은 뭔가 일어날 것 같은 기분이 듬니다~
今日のレッスンは\nなんですか？,오늘의 레슨은\n무엇임니까?
ヒーローのお仕事なら\nあたしに任せてくださいっ！,히어로의 일이라면\n나에게 맡겨 주세욧!
今日も元気いっぱい\n頑張りますっ！,오늘도 활기차게\n노력하겠습니닷!
プロデューサーさん\nどうかしましたか？,프로듀서님\n뭘 했습니까?
うーん\n何をすれば\n良いんでしょう…？,응\n무엇을 하면\n좋겠지요…?
しゅつどうよーせーがあるまで、司令部で待機ですね！,출동이야─는─ 있을 때까지、사령부에서 대기군요!
わっ！\nすみません\nぶつかっちゃいましたね,왓! \n미안합니다\n부딪쳐 버렸어요
わわっ！\n……びっくりしたぁ,와왓! \n…… 깜짝 놀랐다아
ヒーローになるための特訓、\nちゃんと身についてますか？,히어로가 되기 위한 특훈、\n제대로 몸에 배어 있습니까?
あの……\nプロデューサーさん\nどうしましたか……？,저……\n프로듀서님\n무슨 일입니까……?
あっ、ごめんなさい\nぶつかっちゃいましたか？,앗、미안해요\n부딪쳐 버렸습니까?
ふえっ……？\nあっもしかしてマメ丸の毛が\nついてましたか？,후엣……? \n아혹시 마메마루의 털이\n붙어 있었습니까?
今日はなんだかいいことが\n思いつきそうです！,오늘은 왠지 좋은 일이\n생각날 것 같습니다!
お花に……水をあげないと……,꽃에…… 물을 주지 않으면……
ご、ご気分は……どうでしょう……？,기、기분은…… 어떻습니까……?
ケ……ケガをしてるわけでは……\nないんです……,케…… 상처를 입고 있는 것은……\n없습니다……
プ、プロデューサーさん\nわたしは……ここにいます……,프、프로듀서님\n나는…… 여기에 있습니다……
す……すみません……\nどうされてるか不安になって……,미…… 미안합니다……\n어떻게 하시고 있을지 불안해서……
……ちょっと……包帯を直してきますね,…… 조금…… 붕대를 고쳐 올게요
あっ……\nほ、包帯……ほどけてましたか？,앗……\n、붕대…… 풀리고 있습니까?
な、何か……\nご用でしょうか……？,무、뭔가……\n용건입니까……?
ふぁっ……！\n……お、脅かさないでください……,후앗……! \n…… 위、위협하지 말아 주세요……
わ、わわ……！,와、와와……!
ど、どうされましたか……,뭐、뭘 하셨습니까……
こ、これは……\n何かの……罰……なんでしょうか……,이、이것은……\n뭔가의…… 벌…… 입니까……
何かが……生まれそうなんです……！,무슨 일이…… 생길 것 같습니다……!
お疲れ様です\n今日もよろしくお願いします,수고 하셨습니다\n오늘도 잘 부탁드립니다
プロデューサー、今日の予定はどうなっていますか？,프로듀서、오늘의 예정은 어떻게 되어 있습니까?
こんにちは、プロデューサー,안녕하세요、프로듀서
プロデューサー？\n私の話、聞いてますか？,프로듀서? \n나의 이야기、듣고 있습니까?
努力しても努力しても、\nし足りないんです,노력해도 노력해도、\n부족합니다
あとどのくらい頑張ったら、\n理想の自分に\nなれるんでしょうか……,앞으로 어느 정도 노력하면、\n이상적인 자신이\n될 수 있는 것입니까……
……何か用なんですか？,…… 뭔가 용무입니까?
……触らないでください,…… 손대지 말아 주세요
……私に触る必要性、ありますか？,…… 나에게 손댈 필요성、있습니까?
やめてください！,그만두어 주세요!
今のって……\nわざと、ですよね？,지금……\n일부러、그러는군요?
ちょっ……\nいい加減にしてください,춋……\n적당히 해 주세요
うーん、あとちょっとで何かが掴めそうなんですが,응、이제 조금 뭔가 잡을 수 있을 것 같습니다만
今日はどんなことするのか、\n楽しみだよー！,오늘은 어떤 일 할지、\n즐거워요!
やっほー！\nプロデューサー！,얏호─! \n프로듀서!
今日も頑張るぞー！,오늘도 노력하겠어―!
みんな今ごろ何してるかな？,모두 지금쯤 뭐 하고 있을까나?
アイドルのお仕事も友達の助っ人も、どっちも頑張りたいんだぁ,아이돌의 일도 친구 돕는 것도、양쪽다 노력하고 싶다아
みんなともっと\n仲良くなりたいなー！,모두와 좀 더\n사이가 좋아지고 싶구나!
ちょっと、\nプロデューサー？\nこれはだめだよー,좀、\n프로듀서? \n이건 안돼
きゃっ！\nび、びっくりしたぁー,꺗! \n、깜짝 놀랐다아─
もう、プロデューサーたら！\nやめてって言ってるのに！,이제、프로듀서도 참! \n그만두라고 말하고 있는데!
……理由を聞いてもいいかな？,…… 이유를 물어도 괜찮을까?
今のはちょっと許せないかも……,지금 것은 좀 용서할 수 없을지도……
プロデューサーって、そういう人だったっけ……？,프로듀서는、그런 사람이었던가……?
今日は何か掴めそう！,오늘은 뭔가 잡을 수 있을 것 같다!
お疲れ様ー\n今日も張り切っていくばい！,수고 하셨습니다─\n오늘도 힘내서 갈거양!
今日は\nどげんレッスンすると？,오늘은\n어떤 레슨 행?
今日もうち、\nいろんなことに\n挑戦したかー！,오늘도 나、\n여러가지 일에\n도전한당께―!
プロデューサー？\nてっきり居眠りかと\n思ったばい,프로듀서? \n곤히 졸고 있는건가 하는\n생각이었엉
プロデューサー\nいつでも準備\nできとるけんね！,프로듀서\n언제라도 준비\n할 수 있으니껬넹!
うちの料理は世界一！\n寮のみんなにも評判なんよ！,내 요리는 세계 제일! \n기숙사의 모두에게도 평판이 좋앙!
プロデューサー\n言ってくれればわかるけん\nそんなに触ることなか,프로듀서\n말해 주면 알 수 있으니까\n그렇게 손대는 것 안됭
ちょ、そんな\nベタベタせんで良かって:  그런\n끈적끈적안하는게 좋은뎅,
もー、いいかげんにせんば\nいかんよ？\nプロデューサー,아이참─、적당히 \n안돼? \n프로듀서
……そげんのはやめんね,…… 닳는거는 그만행
プロデューサー……\n見損なったばい……,프로듀서……\n잘못보았당……
うちも、気にしとるけん\n触らんでよ……,나도、신경거슬리니껭\n손대지 말앙……
なんかが掴めそうたい！,뭔가를 잡을 수 있을 거 같앙!
プロデューサー\n私のことをやる気に\nしてくださぁい,프로듀서\n나의 일 마음껏\n해 주세요
私、何でもフツーにできるんでー\nサボってもいいですかぁ？,나、뭐든지 평범하게 할 수 있기 때문에―\n게으름 피워도 괜찮습니까?
今日は忙しいんですー\nもう帰っていいですかぁ？,오늘은 바쁩니다―\n이제 돌아가도 좋습니까?
今のうちに次にするイタズラ\n考えておきますねー,지금 다음에 할 장난\n생각해 두네요―
ふわぁ……\nやることないと、眠いですねー,후와아……\n할일 없으면、졸리네요─
私が急に事務所に\nこなくなったらぁ\nどうしますー？,내가 갑자기 사무소에\n오지않으면\n어떻게 합니까─?
何するんですかぁ\nやめてほしいんですケドー,뭐 합니까\n그만했으면 좋겠어요 케도
女の子にー軽々しく触っちゃ\nダメだと思いまーす,여자 아이에게─경솔하게 손대어서는 \n안된다고 생각합니다
触らないでくださいー\n私、もう来ませんよー？,손대지 말아 주세요―\n나、이제 오지 않아요─?
気分を害しましたぁ,기분을 해쳤습니다아
最っ低ですねー,최저군요─
幻滅ですー\n変態さんだったんですねー,환멸입니다―\n변태씨였던 것이군요─
んー、何かが掴めそうな予感がするかもー,응─、뭔가를 잡을 수 있을 것 같은 예감이 들지도―
今日も頑張っていこう、プロデューサー,오늘도 열심히 가자、프로듀서
今日は何をするんだい？\nレッスン、お仕事……なんでも言ってくれ,오늘은 무엇을 하지? \n레슨、영업…… 뭐든지 말해 줘
プロデューサー、調子はどうだい？,프로듀서、상태는 어때?
ぼんやりしてどうしたんだい？,멍하니 있고 무슨 일이야?
ふぅ、さてどうしたものかな？,후우、그런데 어떻게 해야 할까?
みんなが喜ぶ私になるには\nどうしたらいいんだろう,모두가 기뻐하는 내가 되려면\n어떻게 하면 좋을까
おっと……\n何をしてるのかな？,어이쿠……\n무엇을 하는걸까?
アナタとはいえ、許さないよ？,당신이라고 해도、용서 안할거야?
そんなことをして\n私をどうしたいのかな？,그런 일을 해서\n나를 어떻게 하고 싶은 걸까?
そういうのはちょっと……\nどうかと思うのだけどね,그런 건 조금……\n어떨까라고 생각하는 데 말야
……これがアナタの仕事なのかい？,……이것이 당신의 일인 거야?
正直に言って、ショックだよ,솔직하게 말해、쇼크야
あと少しで、何か掴めそうな気がするんだけれどね,앞으로 조금으로、뭔가 달성할 수 있을 것 같은 기분이 드네
実はアイドルというのはドッ\nキリでした！　とか言うなら\n今のうちだけど……平気？,실은 아이돌이라고 한 건\n깜짝!이었다!라든가 말한다면\n지금뿐이지만… 괜찮아?
お、プロデューサーだ\n三峰は今日も元気に\n頑張りますよー,오、프로듀서다\n미츠미네는 오늘도 기운차게\n노력해요
さってとー？\n三峰のPはどんなお仕事を\n魅せてくれるのかなー？,그런데―?\n미츠미네의 P는 어떤 일을\n매료시켜 줄까나?
どしたのプロデューサー\nぼーっとしちゃって,무슨 일이야 프로듀서\n멍─하니 있고
プロデューサー？\n無視はよくないと思いまーす,프로듀서? \n무시는 좋지 않다고 생각합니다
うーん……今日はやること\nないのかねぇ……,응…… 오늘은 할 것\n없는 걸까……
ちょっとプロデューサー……\n女の子に気安く触るのは\nどうかと思う……,조금 프로듀서……\n여자아이에게 거리낌없이 손대는건\n어떨까라고 생각한다…
理想と現実の区別は\nきちんとつけといたほうが\nいいと思うよ？,이상과 현실의 구별은\n제대로 하는 편이\n좋다고 생각해?
うひゃ！？　タンマタンマ！\nお触りは禁止でしょ！\n常識的に考えて！,우햐!? 탄마탄마! \n만지는건 금지겠지! \n상식적으로 생각해!
出るとこ出る？　謝っとく？\n好きなほうでいいよ？,공식적으로 고발할까? 아니면 사과할래? \n어느 쪽이 좋아?
や、さすがにないわー……,야、역시 아니야―……
……それで？\nほんの出来心で、とか\n言っちゃう感じです？,…… 그래서? \n그저 흑심으로\n이런 말하는 느낌입니다?
三峰、新発見の予感……！,미츠미네、새로운 발견의 예감……!
よろしくお願いしますね、\nプロデューサーさん！,잘 부탁드려요、\n프로듀서님!
レッスンでもお仕事でも\n一生懸命頑張ります！,레슨도 영업도\n열심히 노력하겠습니다!
チョコに絡めた何かが\nできるといいなー……！,초콜렛에 얽힌 뭔가가\n생겼으면 좋겠다……!
プロデュ―サーさん、\nどうかしました？,프로듀서님、\n왜 그러세요?
このままじっとしてても\nいいんでしょうか……？,이대로 가만히 있어도\n좋을까요……?
プロデュ―サーさ～ん、\n聞こえてますか～？,프로듀서님、\n들리고 있습니까~?
プロデューサーさんっ\nこういうのはよくないです！,프로듀서님\n이런 것은 좋지 않습니다!
私で遊ばないでください！\n怒りますよ！,나를 놀리지 말아 주세요! \n화내요!
一応アイドルですし、私困っちゃいます……,일단 아이돌이고、나 곤란합니다……
……やっていいことと\n悪いことってあるんですよ,…… 해도 좋은 일과\n나쁜 일이 있습니다
ひゃっ……！？\nや、やめてくださいっ……！,햣……!? \n나、그만두어 주세욧……!
えっ……,엣……
今日は何かがありそうな予感……！,오늘은 뭔가가 있을 듯한 예감……!
むんっ、\n今日も頑張りましょうっ,무읏、\n오늘도 노력합시다
こんにちは、プロデューサーさんっ,안녕하세요、프로듀서님
ほわぁ、\n今日はどんなことするんでしょうか？,호와아、\n오늘은 어떤 일 하는 것입니까?
プロデューサーさん、\nどうしたんですか……？,프로듀서님、\n무슨 일입니까……?
ほわぁ、何をすれば\nいいんですか……？,호와아、무엇을 하면\n좋습니까……?
……ぽかぽかお天気で\n眠くなってきました,…… 따끈따끈한 날씨라\n졸립니다
急にこんなこと……\nどうしてですか……？,갑자기 이런 일……\n어째서입니까……?
ひゃっ！\n……うう、困ります,햣! \n…… 우우、곤란합니다
え……？\nプロデューサーさんが\nこんなことするなんて……,에……? \n프로듀서님이\n이런 일 하다니……
えっと……ダメです\nプロデューサーさん,엣또…… 안됩니다\n프로듀서님
プロデューサーさんて、\nそういうことする人\nだったんですか……？,프로듀서님은、\n그런 일 하는 사람\n이었던 것입니까……?
こんなの…………\n……ショックです,이런 건…………\n…… 쇼크입니다
何かが掴めそうな\n気がしますっ,뭔가를 잡을 수 있을 것 같은 \n생각이 듭니닷
プロデューサーさん！\n今日は何かいいことが\n起きそうっすね！,프로듀서님!?\n오늘은 뭔가 좋은 일이?\n일어날 것 같슴니다!
おはよーっす！　\nプロデューサーさんも\nごきげんそうっすね！,안녕임니다!? \n프로듀서님도\n안녕하심다!
さっき、\n面白いことあったんすよ！\nあはは、聞きたいっすか？,조금 전 \n재미있는 일이 있던 거에요!? \n아하하、듣고 싶슴니까?
嫌じゃないんすけど……\n相変わらず意味が\nわかんないっす,싫지는 않지만……? \n변함 없이 의미가\n모르겠슴니다
プロデューサーさんは\n楽しい感じなんすか？\nこれ,프로듀서님은 \n즐거운 느낌입니까? \n이거
なんか鼓動が\n早くなるんすよね,뭔가 고동이 빨라 집니다
あ！　暇だったり\nするっすか？\nじゃあ一緒に遊ぶっす！,아! 한가하기도 \n하고? 합니까?? \n그러면 함께 노는검니다!
！\n今の刺激ですごいこと\nひらめいたっす！,!? 지금의 자극으로 굉장한 일? 번쩍였슴니다!
プロデューサーさん、\nよく触るっすね\nあはは、触り返すっすよ！,프로듀서님、? 잘 만지네요? 아하하、반대로 만지작거릴검다!
プロデューサーさん！\n楽しいこと思いついたっす！\n一緒にやるっすよ,프로듀서님!? 즐거운 일 생각났슴니다!? 함께 하는 거에요
ワクワクするっす～,두근두근 함니다~
テレビ見るっすよ！\nプロデューサーさん！\n面白そうなのやってるっす！,텔레비젼 보는 거에요!? 프로듀서님!? 재미있는거 할거 같슴니다!
あ、ちょうどいいとこに来た\nのど乾いたからお水ちょーだい,아、딱 좋을 때 왔어? 목 말랐기 때문에 물 줘
ふふんふーん……\n……あっ！　あんた、\nいつから見てたの！？,후흥흥……? …… 앗! 너、? 언제부터 보고 있었어!?
さーて\n今日もふゆの可愛さで\nみんなメロメロにしてやるわ！,그런데? 오늘도 후유의 귀여움으로? 모두 헤롱헤롱해 주어요!
……あんたの態度次第で、示談で済ましてあげる,…… 너의 태도 나름으로、합의로 끝내 준다
なにすんのよ！\nこのバカ！　バカ！　……バカ！！,뭐 하는거야!? 이 바보! 바보! …… 바보!!
ふゆなんて、触っても楽しくないでしょ……バカ,후유는、손대도 즐겁지 않지요…… 바보
許すわけないけど、言い訳だけは聞いてあげる,허락할 이유 없지만、변명만은 들어 준다
女の子の体に触るなら、相応の順序ってものがあんでしょ！,여자 아이의 몸에 손댄다면、상응하는 순서라는 것이 있겠죠!
マッサージ？\nあんたがしたいなら、させてあげてもいいけど,맛사지?? 너가 하고 싶으면、시켜 주어도 괜찮지만
ちょっと！\nふゆを放っぽって何してんのよ！,조금!? \n후유를 내팽개치고 뭐하는 거야!
ふゆを待たせるなんて、いい度胸してるわね,후유를 기다리게 하다니 좋은 담력이네요
……どこにいんのよ、バカ……,…… 어디에 있는 것、바보……
流行の結果にあわせて、\nオーディションを受けてみてください♪,유행의 결과에 맞추어、? \n오디션을 받아 봐 주세요♪
……プロデューサー\nちょっとアップしてくる……,…… 프로듀서\n조금 UP된다……
あ、あわわ……\n頭……まっしろ……,아、아와와……\n머리…… 새하얗다……
ああっ……！　緊張で\nどうにかなっちゃいそう……！,아앗……! 긴장으로\n어떻게 되버릴 것 같다…!
あたしにも、できるかなぁ,나도、할 수 있을까나
あーもう、心配で集中できないじゃない……,아─이제、걱정되서 집중 할 수 없잖아……
いいカンジに\nあったまってきた～,좋은 느낌으로\n따뜻해져 왔다~
いつも通り落ち着いてやれば大丈夫……かな,평소대로 침착하게 하면 괜찮아… 일까
うぅー、緊張してきたー！\nねぇねぇちょっと話そうよ！,우우─、긴장된다―!\n네 네 조금 이야기해요!
うう～……ここまで大きいステージは初めてかも……,우우~…… 이처럼 큰 스테이지는 처음일지도……
うちならできる……緊張？\nし、しとらんよ！？,나라면 할수있다… 긴장? \n하、하지 않앙!?
お客さん……ちゃんと、満足してくれるかな……,관객…… 제대로、만족해 줄까나……
お客さん、いなくても\n気にしませんしー……,관객、없어도\n신경쓰지않어―……
お客さん、来てくれるでしょうか……,관객、와 줄까요……
お客さん、来てるのかなー？　どうかなー？,관객、와 있을까나? 어떨까나?
お客さんいっぱい……\nき、緊張する……,관객 가득……\n기、긴장된다……
お客さんが望む、理想の\nアイドルを見せなきゃ……,관객이 바라는、이상적\n아이돌을 보이지 않으면……
お客さんの入りが、多いといいんだけどね……,관객 오는게、많으면 좋지만 말야……
お客さんはチョコみたいに\n甘くはないよね……！,관객은 초콜렛같이\n달콤하지 않지요……!
このスケール、\nちょいヤバくね？,이 스케일、\n조금 위험하지 않아?
さて、そろそろ準備するわ！,그런데、슬슬 준비해요!
そうそうあがったりしないと\n思ってたんだけどな……,그렇게 흥분하거나 하지않는다고\n생각했었는데 말야……
そろそろ出番っすか？,슬슬 차례입니까?
だんだん緊張してきました,점점 긴장이 옵니다
ちゃんとやれるかな……\n普通すぎって思われちゃうかも,제대로 할 수 있을까나……\n너무 평범하다고 생각되어 버릴지도
ちゃんと練習したんだ\nきっと大丈夫……,분명하게 연습한 것이다\n반드시 괜찮아……
ちょっとブルってきたかも……,조금 우울해졌는지도……
できるかどうか、じゃない……\n最善を尽くすしかないわね,할 수 있을지 어떨지、가 아니다……\n최선을 다할수밖에 없네요
どうしたらいいでしょう……\nふ、震えてしまって……,어떻게하면 좋을까요……\n흐、떨려서……
なんかぁ、そわそわしますー……,무엇인가、안절부절합니다―……
なんだかいつもと違うっす,뭔가 평상시와 다름니다
なんだか\nドキドキしてきました……,뭔가\n두근두근 해 왔습니다……
ふう……大丈夫、ふゆならやれる……,후우…… 괜찮아、후유라면 할 수 있다……
ふふ、お客さんにも、素敵な装いの人がいっぱいです,후후、관객도、멋진 복장의 사람이 가득입니다
まだまだ今の私では……\nいえ、なんとかやってみせるわ,아직도 지금의 나로는……\n아니요 어떻게든 해보여요
もうすぐ始まるんだよね。うわーキンチョーしてきたー,이제 곧 시작되는거네요. 으와─긴장된다―
もっとレッスンをしておきたいです,좀 더 레슨을 해두고 싶습니다
やべーな\n緊張してきたぜ……,큰일\n긴장덴다제……
やるっきゃない、よね……！,할 수 밖에 없、지요……!
わ、わたし包帯を……\n巻きなおしてきます……！,나、나 붕대를……\n다시 감아 옵니다……!
わたし、今回の衣装\n好きっす！,나、이번 의상\n좋아함니다!
わーお……これはちょっと\n飲まれちゃいそうかも……,와~…… 이것은 조금\n마셔버리면 안될지도……
パフォーマンス、\nちょっとアレンジしたいっす,퍼포먼스、\n조금 어레인지 하고 싶습니다
ファンのみなさんを……\nがっかりさせないでしょうか,팬 여러분을……\n실망시키지 않을까요
ファンの声援って、最高に気持ちいいの。なんでもできそう！,팬의 성원은、최고로 기분이 좋은거야. 뭐든지 할수 있을것같다!
フェス、やってる……\nどこかに……隠れたい……,페스、하고 있는……\n어디엔가…… 숨고 싶다……
フェスが始まるね！\n心臓バクバクだよー……！,페스가 시작되네요! \n심장이 두근두근이야……!
フェスって、こんなおっきい会場でするんやね……\n,페스는、이런 큰 회장에서 하는 거네……
フェスってめっちゃ面白いの！　さいっこーの気分だわ！,페스는 굉장히 재미있는거야! 훌륭한- 기분이야!
プロデューサーさん、\nちゃんと見てるっすよ,프로듀서님、\n제대로 보고 있는 거에요
プロデューサーさんが一緒なのできっと大丈夫ですっ,프로듀서님이 함께인 것으로 반드시 괜찮습니닷
