ja,zh
ざっけ……\n……や、やーん、どうしたんですか？,"까불지 말……
……시, 싫어ー, 왜 그러세요?"
……何してるんですか？,……뭐 하는 건가요?
こんなことをするために、\nふゆをアイドルにしたんですか……？,"이런 짓 하기 위해서,
후유를 아이돌로 만든 건가요……?"
なんか今日は、いいことがありそうな……,"뭔가 오늘은, 좋은 일이 생길 것 같아……"
なんでもいいけど\n今日もよろしく,"무슨 일이든 좋지만
오늘도 잘 부탁해"
それで、\n今日は何をすればいいんだよ,"그래서, 
오늘은 뭘 하면 되는 거야?"
やることがあるなら\n早く言えよな,"할 일이 있다면
빨리 말해달라고"
しっかりしろよ\nなにボ－っとしてんだ？,"정신차리라고
뭘 멍하니 있는 거야?"
なんだ？\nバスケの試合、\nテレビでやってんのか……,"뭐야? 
농구 경기, 
TV에서 하고 있는 건가……"
ふわぁ……\nなんか眠くなってきた……,"후와아……
왠지 졸려졌어……"
ちょっ、いきなりなんだよ！,"잠깐, 갑자기 뭐야!"
わっ！\nテメ－気安く触んな！,"왓! 
너 이 자식 막 만지지 마!"
……おい、怒るぞ？,"……야, 화낸다?"
おいっ、ふざけんな！\n何考えてんだアンタは！,"야, 까불지 마! 
대체 무슨 생각이야 너는!"
わっ、ちょっ、おいっ！\nどこ触ってんだよっ！,"왓, 잠깐, 야! 
어디 손 대는 거야!"
サイテ－な野郎だな！\n次やったら\nマジで許さね－ぞ！,"형편없는 자식이네! 
또 그러면
진짜로 용서 안 할 거야!"
今日はなんか掴めそうな気がすんだよな……,오늘은 뭔가 손에 잡힐 것 같은 느낌이 드네……
プロデューサーさま、\n凛世を、お導きください……,"프로듀서님,
린제를, 인도해주세요……"
本日は、何を、いたしましょう……,"오늘은, 무엇을, 할까요……"
プロデューサーさま……\n本日も、お傍で、勉強いたします……,"프로듀서님……
오늘도, 옆에서, 공부하겠습니다……"
プロデューサーさま……\nどちらに、いらっしゃいますか……,"프로듀서님……
어디에, 계십니까……"
凛世は、プロデューサーさまを、\nお待ちしております……,"린제는, 프로듀서님을,
기다리고 있습니다……"
プロデューサーさま……\nお疲れで、いらっしゃいますか……,"프로듀서님……
피곤, 하십니까……"
プロデューサーさま\n少し、困ります……,"프로듀서님
조금, 곤란합니다……"
プロデューサーさま\n驚きますゆえ……\nどうか、ご容赦を……,"프로듀서님
놀라버려서……
부디, 용서를……"
プロデューサーさま……\n身体ではなく、手を……温めていただけますか,"프로듀서님……
몸이 아니라, 손을…… 따뜻하게 해 주시지 않겠습니까"
いくら、貴方さまでも……\nそれは、なりません……\nご自制なさってください,"아무리, 당신이라도……
그것은, 안됩니다……
자제해주시기 바랍니다"
……凛世は、悲しいです……,"……린제는, 슬픕니다……"
……そのようなことをなさる、御方だったのですか？,"……그러한 일을 하시는, 분이었던 것입니까?"
何かが、掴めそうな……気がいたします,"뭔가, 손에 잡힐 것 같은……느낌이 듭니다"
今日のお仕事は何かしら,오늘 할 일은 뭘까?
今日も鍛錬あるのみよ\nさあ、レッスンしましょう！,"오늘도 단련 뿐이야
자, 레슨합시다!"
やる気はいつも充分よ！\n今日も頑張るわ！,"의욕은 항상 충분해!
오늘도 열심히 할게!"
いつでも動けるように\nウォーミングアップをしておかなきゃいけないわね,"언제라도 움직일 수 있도록
워밍업을 해 둬야겠지"
もっともっと努力しないと\nトップアイドルにはなれないわ！,"더더욱 노력하지 않는다면
톱 아이돌이 될 수 없어!"
トレーニングはいつでも、どんなところでもできるのよ！,"트레이닝은 언제든, 어디서든 할 수 있는 거야!"
ちょっと！　何するのよ！,잠깐! 뭐하는 거야!
……アナタ、どういうつもり？,"……당신, 어쩔 생각이야?"
こういうことはやめて頂戴,이런 짓은 그만해 줘
信じられないわ……,믿을 수 없어……
……失望したわね,……실망했어
……何を考えているのか、説明してもらえる？,"……대체 무슨 생각인지, 설명해 줄래?"
今日は何か掴めそうな気がするわ……,오늘은 뭔가 손에 잡힐 것 같은 느낌이 들어……
やっほー\n今日もよろしくね☆\nプロデューサーさん！,"얏호―
오늘도 잘 부탁해☆
프로듀서님!"
今日はレッスン？\nそれともお仕事かな？,"오늘은 레슨?
아님 일이려나?"
今日の調子もまーまーってところかな\n頑張っていこうね,"오늘 상태도 그럭저럭인 편이야
열심히 하자"
お、このファッション雑誌いい感じかも！\n後で読ませてもらうね,"오, 이 패션 잡지 좋은 느낌같은데! 
나중에 읽게 해줘"
まだ少し時間あるから、ネイルしてるね～,"아직 조금 시간 남았으니까, 네일 하고 있을게~"
甜花ちゃんどうしてるかな～\nプロデューサーさん知ってる？,"텐카쨩 뭐하고 있을까~
프로듀서님 알고 있어?"
甜花ちゃん？\nあ、プロデューサーさんか,"텐카쨩? 
아, 프로듀서님이구나"
プロデューサーさん？\n何かあったのかな？,"프로듀서님? 
무슨 일 있었어?"
急に触られたら驚いちゃうから\n声かけてほしいなっ,"갑자기 손대면 놀라니까
말로 불러줬음 좋겠는데"
まさか、甜花ちゃんにも\nおんなじことしてないよね……？,"설마, 텐카쨩한테도
이런 짓 하는 거 아니지……?"
プロデューサーさん……\nこういうことするんだ……,"프로듀서님……
이런 짓 하는구나……"
やっていいこととダメなことがあると思うな,해도 되는 일과 안 되는 일이 있다고 생각해
今日はなんか\n成長できる気がするんだー☆,"오늘은 뭔가
성장할 것 같은 느낌이 들어―☆"
あ、プロデューサーさん……\n今日は……何をするの……？,"아, 프로듀서님……
오늘은……뭘 하는 거야……?"
あうぅ……\n事務所に来るの、疲れちゃった……,"아우우……
사무소에 왔는데, 지쳐버렸어……"
甜花……今日は……\nどうすればいい……？,"텐카……오늘은……
뭘 하면 돼……?"
あ、あれ……プロデューサーさん……いるの……？,"어, 어라…… 프로듀서님……있는 거야……?"
今日は……お休みかな……？,오늘은……휴가인 건가……?
甜花……ひとりだと……\n何もできない……,"텐카…… 혼자선……
아무것도 할 수 없어……"
これ……\nお仕事、なの……？,"이거……
일, 이야……?"
甜花……それ、こ、困る……,"텐카……그건, 고, 곤란해……"
プ、プロデューサーさん……\nどう、したの……？,"프, 프로듀서님……
왜, 그래……?"
あう……それは……\nや、やだ……,"아우…… 그건……
시, 싫어……"
え……？\nええ……？？,"에……? 
에에……??"
そこは……\nプロデューサーさんでも、\nダメ……,"거기는……
프로듀서님이라도,
안 돼……"
甜花……新しいことが、できそう……,"텐카……새로운 일, 할 수 있을 것 같아……"
ふふ、今日もレッスンがんばります♪,"후후, 오늘도 레슨 열심히 할게요♪"
おはようございます\n……え？　つ、疲れてなんてないですよ〜,"안녕하세요 
……에? 피, 피곤하지 않아요~"
プロデューサーさん、何か繕い物はないですか？,"프로듀서님, 뭔가 수선할 물건은 없나요?"
プロデューサーさ〜ん……\nあれ……？,"프로듀서님~……
어라……?"
プロデューサーさん\n小物を買うときは、連れていってくださいね？,"프로듀서님
소품을 살 일이 있으면, 데려가 주세요"
プロデューサーさん\n眉間にしわが寄ってますよ？,"프로듀서님
미간에 주름이 잡혔는데요?"
……プロデューサーさん、\n女の子に急に触っちゃ、だめなんですよ？,"…… 프로듀서님, 
여자애에게 갑자기 손대면, 안 된다구요?"
きゃっ！\nび……びっくりしました,"꺅! 
까……깜짝 놀랐네요"
こ～ら、プロデューサーさん\nそういうのはダメです,"이봐요, 프로듀서님
그런 짓은 안 돼요"
プ、プロデューサーさん？　どうされたんですか？,"프, 프로듀서님? 무슨 일이 있었나요?"
や、やめないと怒っちゃいますよ？,"그, 그만두지 않는다면 화낼 거에요?"
プロデューサーさんは\nそんな人じゃない……ですよね……？,"프로듀서님은
그런 사람이 아니……지요……?"
今なら、何かが掴めそうな……,"지금이라면, 뭔가 손에 잡힐 것 같아……"
あ！\nおはよっす！,"아! 
안녕하심까!"
今日は何をするっす？,오늘은 무슨 일 함까?
何か面白いこと\nないっすかね～,"뭔가 재미있는 일
없는 걸까요~"
それっ！\nあ、靴飛ばしたら\n立ったっす！,"이얍! 
아, 신발 날려서
세웠슴다!"
あ！　今何か光ったっすよ！\n窓の外！,"아! 지금 뭔가 반짝했어요! 
창 밖에서!"
む～……\n何も起きないっす～,"우~……
아무 일도 안 일어남다~"
ん？　どうかしたんすか？,응? 무슨 일이심까?
プロデューサーさんも\n退屈なんすか？,"프로듀서님도
심심하심까?"
わっ！\nもー、急になんなんすか？,"왓! 
정말―, 갑자기 뭐하시는 검까?"
えっ？　何してるんすか？,엣? 뭐하고 계심까?
これ、なんの意味が\nあるんすか？,"이거, 무슨 의미가
있는 검까?"
ん～……なんか嫌な感じっす,음~…… 뭔가 싫은 느낌임다
今日はなんか起きる気がするっす～,오늘은 무슨 일이 일어날 것 같은 느낌임다~
今日のレッスンは\nなんですか？,"오늘 레슨은
뭔가요?"
ヒーローのお仕事なら\nあたしに任せてくださいっ！,"히어로 일이라면
저에게 맡겨 주세요!"
今日も元気いっぱい\n頑張りますっ！,"오늘도 활기차게
열심히 하겠습니다!"
プロデューサーさん\nどうかしましたか？,"프로듀서님
무슨 일 있으신가요?"
うーん\n何をすれば\n良いんでしょう…？,"으음
뭘 하면
좋을까요…?"
しゅつどうよーせーがあるまで、司令部で待機ですね！,"출동 요청이 있을 때까지, 사령부에서 대기하는 거군요!"
わっ！\nすみません\nぶつかっちゃいましたね,"왓! 
죄송해요
부딪쳐 버렸네요"
わわっ！\n……びっくりしたぁ,"와왓! 
……깜짝 놀랐다아"
ヒーローになるための特訓、\nちゃんと身についてますか？,"히어로가 되기 위한 특훈, 
제대로 몸에 배어 있나요?"
あの……\nプロデューサーさん\nどうしましたか……？,"저기……
프로듀서님
왜 그러세요……?"
あっ、ごめんなさい\nぶつかっちゃいましたか？,"앗, 죄송해요
부딪쳐 버렸나요?"
ふえっ……？\nあっもしかしてマメ丸の毛が\nついてましたか？,"후엣……? 
앗 혹시 마메마루 털이
붙어 있었나요?"
今日はなんだかいいことが\n思いつきそうです！,"오늘은 왠지 좋은 생각이
떠오를 것 같아요!"
お花に……水をあげないと……,꽃에……물을 줘야 해……
ご、ご気分は……どうでしょう……？,"기, 기분은……어떠신가요……?"
ケ……ケガをしてるわけでは……\nないんです……,"사…… 상처를 입은 건……
아니에요……"
プ、プロデューサーさん\nわたしは……ここにいます……,"프, 프로듀서님
저……여기 있어요……"
す……すみません……\nどうされてるか不安になって……,"죄……죄송해요……
무슨 일 있으신 건지 불안해져서……"
……ちょっと……包帯を直してきますね,……잠깐……붕대를 고쳐 올게요
あっ……\nほ、包帯……ほどけてましたか？,"앗……
부, 붕대……풀렸나요?"
な、何か……\nご用でしょうか……？,"뭐, 뭔가……
볼일이 있으신가요……?"
ふぁっ……！\n……お、脅かさないでください……,"후앗……! 
……위, 위협하지 말아 주세요……"
わ、わわ……！,"와, 와와……!"
ど、どうされましたか……,"무, 무슨 일이신가요……"
こ、これは……\n何かの……罰……なんでしょうか……,"이, 이건……
무슨……벌……인 건가요……"
何かが……生まれそうなんです……！,뭔가가……떠오를 것 같아요……!
お疲れ様です\n今日もよろしくお願いします,"수고하십니다
오늘도 잘 부탁드려요"
プロデューサー、今日の予定はどうなっていますか？,"프로듀서, 오늘 일정은 어떻게 되어 있나요?"
こんにちは、プロデューサー,"안녕하세요, 프로듀서"
プロデューサー？\n私の話、聞いてますか？,"프로듀서? 
제 이야기, 듣고 있어요?"
努力しても努力しても、\nし足りないんです,"노력해도 노력해도, 
아직 부족해요"
あとどのくらい頑張ったら、\n理想の自分に\nなれるんでしょうか……,"앞으로 얼마만큼 노력해야, 
이상적인 모습의 제 자신이
될 수 있는 걸까요……"
……何か用なんですか？,……무슨 일 있으신가요?
……触らないでください,……만지지 마세요
……私に触る必要性、ありますか？,……제게 손댈 필요 있으신가요?
やめてください！,그만하세요!
今のって……\nわざと、ですよね？,"방금껀……
일부러, 그러신 거죠?"
ちょっ……\nいい加減にしてください,"잠깐……
적당히 하세요"
うーん、あとちょっとで何かが掴めそうなんですが,"으ー음, 이제 조금만 더 하면 뭔가 손에 잡힐 것 같은데"
今日はどんなことするのか、\n楽しみだよー！,"오늘은 어떤 일 하게 될까, 
기대된다ー!"
やっほー！\nプロデューサー！,"얏호! 
프로듀서!"
今日も頑張るぞー！,오늘도 열심히 할 거야―!
みんな今ごろ何してるかな？,다들 지금쯤 뭐 하고 있을까?
アイドルのお仕事も友達の助っ人も、どっちも頑張りたいんだぁ,"아이돌 일도 친구들 도우미도, 전부 열심히 하고 싶어"
みんなともっと\n仲良くなりたいなー！,"모두와 좀 더
친해지고 싶어ー!"
ちょっと、\nプロデューサー？\nこれはだめだよー,"잠깐,
프로듀서? 
이건 안돼ー"
きゃっ！\nび、びっくりしたぁー,"꺅! 
까, 깜짝 놀랐어ー"
もう、プロデューサーたら！\nやめてって言ってるのに！,"정말, 프로듀서도 참! 
그만두라고 말했는데!"
……理由を聞いてもいいかな？,…… 이유를 물어봐도 괜찮을까?
今のはちょっと許せないかも……,지금 건 좀 용서가 안 될 것 같아……
プロデューサーって、そういう人だったっけ……？,"프로듀서, 그런 사람이었어……?"
今日は何か掴めそう！,오늘은 뭔가 손에 잡힐 것 같아!
お疲れ様ー\n今日も張り切っていくばい！,"수고하는구마잉
오늘도 힘차게 해보드라고!"
今日は\nどげんレッスンすると？,"오늘은
어떤 레슨 하는겨?"
今日もうち、\nいろんなことに\n挑戦したかー！,"오늘도 나가 
여러가지 일에
도전하고 잡어야―!"
プロデューサー？\nてっきり居眠りかと\n思ったばい,"프로듀서? 
곤히 졸고 있는 건가
생각했구마잉"
プロデューサー\nいつでも準備\nできとるけんね！,"프로듀서
언제라도 준비
할 수 있응께 말여!"
うちの料理は世界一！\n寮のみんなにも評判なんよ！,"내 요리는 세계 제일! 
기숙사의 모두헌티도 평판이 좋아부러야!"
プロデューサー\n言ってくれればわかるけん\nそんなに触ることなか,"프로듀서
말해주면 알 수 있응께
그렇게 손대는 것 금지"
ちょ、そんな\nベタベタせんで良かって:  그런\n끈적끈적안하는게 좋은뎅,"잠깐, 그래\n치덕거리지 말랑께!"
もー、いいかげんにせんば\nいかんよ？\nプロデューサー,"아이참, 적당히 하믄
안디야? 
프로듀서"
……そげんのはやめんね,……그런 거 그만혀라잉
プロデューサー……\n見損なったばい……,"프로듀서……
잘못 봤구마잉……"
うちも、気にしとるけん\n触らんでよ……,"나도, 신경 쓰이니께는
손대지 말드라고……"
なんかが掴めそうたい！,뭔가를 잡을 수 있을 거 같구마잉!
プロデューサー\n私のことをやる気に\nしてくださぁい,"프로듀서
저 의욕 생기게
해주세요오"
私、何でもフツーにできるんでー\nサボってもいいですかぁ？,"저, 뭐든지 평범하게 할 수 있으니까―
땡땡이 쳐도 괜찮나요오?"
今日は忙しいんですー\nもう帰っていいですかぁ？,"오늘은 바빠요―
이제 가도 괜찮나요오?"
今のうちに次にするイタズラ\n考えておきますねー,"지금 이럴 때 다음에 칠 장난
생각해 둘게요―"
ふわぁ……\nやることないと、眠いですねー,"후와아……
할 일 없으니까, 졸리네요"
私が急に事務所に\nこなくなったらぁ\nどうしますー？,"제가 갑자기 사무소에
나타나지 않게 된다면
어떻게 할 건가요?"
何するんですかぁ\nやめてほしいんですケドー,"뭐하는 건가요
그만했으면 좋겠는데요ー"
女の子にー軽々しく触っちゃ\nダメだと思いまーす,"여자애를ー함부로 만지면
안된다고 생각해요ー"
触らないでくださいー\n私、もう来ませんよー？,"만지지 마세요ー
저, 그럼 더 안 올 거에요ー?"
気分を害しましたぁ,기분 상했어요
最っ低ですねー,형편없네요
幻滅ですー\n変態さんだったんですねー,"환멸 나네요―
변태 씨였던 거군요"
んー、何かが掴めそうな予感がするかもー,"음, 뭔가가 손에 잡힐 것만 같은 예감이 드는지도―"
今日も頑張っていこう、プロデューサー,"오늘도 열심히 하자, 프로듀서"
今日は何をするんだい？\nレッスン、お仕事……なんでも言ってくれ,"오늘은 무엇을 하지? 
레슨, 일…… 뭐든지 말해 줘"
プロデューサー、調子はどうだい？,"프로듀서, 상태는 어때?"
ぼんやりしてどうしたんだい？,멍하니 있고 무슨 일이야?
ふぅ、さてどうしたものかな？,"후우, 자 그래서, 어떻게 된 일이야?"
みんなが喜ぶ私になるには\nどうしたらいいんだろう,"모두가 기뻐하는 내가 되려면
어떻게 하면 좋을까"
おっと……\n何をしてるのかな？,"어이쿠……
뭘 하는 거야?"
アナタとはいえ、許さないよ？,"당신이라고 해도, 용서 안 할 거야?"
そんなことをして\n私をどうしたいのかな？,"그런 짓 해서
나를 어떻게 하고 싶은 거야?"
そういうのはちょっと……\nどうかと思うのだけどね,"그런 건 조금……
아닌 거 같은데 말야"
……これがアナタの仕事なのかい？,……이게 당신이 하는 일이야?
正直に言って、ショックだよ,"솔직히 말해서, 쇼크야"
あと少しで、何か掴めそうな気がするんだけれどね,"조금만 더 하면, 뭔가 손에 잡힐 것도 같은데 말야"
実はアイドルというのはドッ\nキリでした！　とか言うなら\n今のうちだけど……平気？,"실은 아이돌이라고 했던 건
몰카였습니다! 같은 거 말하려면
지금 뿐인데......아무렇지 않아?"
お、プロデューサーだ\n三峰は今日も元気に\n頑張りますよー,"오, 프로듀서다
미츠미네는 오늘도 기운차게
열심히 할 거에요ー"
さってとー？\n三峰のPはどんなお仕事を\n魅せてくれるのかなー？,"자 그럼―?
미츠미네의 P는 어떤 일을
꾀어내 오려나?"
どしたのプロデューサー\nぼーっとしちゃって,"무슨 일이야 프로듀서
멍하니 있고"
プロデューサー？\n無視はよくないと思いまーす,"프로듀서? 
무시는 좋지 않다고 생각합니다"
うーん……今日はやること\nないのかねぇ……,"으ー응…… 오늘은 할 일
없는 걸까……"
ちょっとプロデューサー……\n女の子に気安く触るのは\nどうかと思う……,"잠깐만 프로듀서……
여자애한테 거리낌없이 손대는 건
별로 안 좋은 것 같아…"
理想と現実の区別は\nきちんとつけといたほうが\nいいと思うよ？,"이상과 현실의 구별은
제대로 하는 편이
좋다고 생각하는데?"
うひゃ！？　タンマタンマ！\nお触りは禁止でしょ！\n常識的に考えて！,"우햐!? 타임 타임! 
만지는 건 금지잖아! 
상식적으로 생각해 봐!"
出るとこ出る？　謝っとく？\n好きなほうでいいよ？,"모두가 있는 자리에서 말할까? 아니면 사과할래? 
좋을 대로 하라고?"
や、さすがにないわー……,"아니, 아무리 그래도 그건 아니지―……"
……それで？\nほんの出来心で、とか\n言っちゃう感じです？,"…… 그래서? 
그냥 충동적으로, 같은 말
해버리는 느낌인가요?"
三峰、新発見の予感……！,"미츠미네, 새로운 발견의 예감……!"
よろしくお願いしますね、\nプロデューサーさん！,"잘 부탁드려요, 
프로듀서님!"
レッスンでもお仕事でも\n一生懸命頑張ります！,"레슨도 일도
열심히 노력하겠습니다!"
チョコに絡めた何かが\nできるといいなー……！,"초콜렛과 관련된 일을
할 수 있음 좋겠다ー……!"
プロデュ―サーさん、\nどうかしました？,"프로듀서님, 
왜 그러세요?"
このままじっとしてても\nいいんでしょうか……？,"이대로 가만히 있어도
괜찮은 걸까요……?"
プロデュ―サーさ～ん、\n聞こえてますか～？,"프로듀서님, 
듣고 계신가요~?"
プロデューサーさんっ\nこういうのはよくないです！,"프로듀서님
이런 건 좋지 않아요!"
私で遊ばないでください！\n怒りますよ！,"저를 갖고 놀지 마세요! 
화낼 거에요!"
一応アイドルですし、私困っちゃいます……,"일단은 저 아이돌이고, 곤란해요……"
……やっていいことと\n悪いことってあるんですよ,"…… 해도 좋은 일이 있고
나쁜 일도 있단 말이에요"
ひゃっ……！？\nや、やめてくださいっ……！,"햣……!? 
그, 그만하세요……!"
えっ……,엣……
今日は何かがありそうな予感……！,오늘은 뭔가가 있을 듯한 예감……!
むんっ、\n今日も頑張りましょうっ,"무웅, 
오늘도 열심히 해요"
こんにちは、プロデューサーさんっ,"안녕하세요, 프로듀서님"
ほわぁ、\n今日はどんなことするんでしょうか？,"호와아, 
오늘은 어떤 일을 하나요?"
プロデューサーさん、\nどうしたんですか……？,"프로듀서님, 
무슨 일 있으신가요……?"
ほわぁ、何をすれば\nいいんですか……？,"호와아, 뭘 하면
좋을까요……?"
……ぽかぽかお天気で\n眠くなってきました,"…… 날씨가 포근해서
졸려 오기 시작했어요"
急にこんなこと……\nどうしてですか……？,"갑자기 이런 일을……
어째서인가요……?"
ひゃっ！\n……うう、困ります,"햣! 
…… 으으, 곤란해요"
え……？\nプロデューサーさんが\nこんなことするなんて……,"에……? 
프로듀서님이
이런 일을 하다니……"
えっと……ダメです\nプロデューサーさん,"저기…… 안 돼요
프로듀서님"
プロデューサーさんて、\nそういうことする人\nだったんですか……？,"프로듀서님은, 
그런 일 하는 사람
이었던 건가요……?"
こんなの…………\n……ショックです,"이런 건…………
…… 쇼크에요"
何かが掴めそうな\n気がしますっ,"뭔가 손에 잡힐 것 같은
기분이 들어요"
プロデューサーさん！\n今日は何かいいことが\n起きそうっすね！,"프로듀서님!
오늘은 뭔가 좋은 일이
일어날 것 같네요!"
おはよーっす！　\nプロデューサーさんも\nごきげんそうっすね！,"안녕하심까! 
프로듀서님도
기분이 좋아 보이네요!"
さっき、\n面白いことあったんすよ！\nあはは、聞きたいっすか？,"방금, 
재미있는 일이 있었어요! 
아하하, 듣고 싶슴까?"
嫌じゃないんすけど……\n相変わらず意味が\nわかんないっす,"싫지는 않슴다만...... 
여전히 무슨 의미인지
모르겠슴다"
プロデューサーさんは\n楽しい感じなんすか？\nこれ,"프로듀서님은 
즐거운 느낌임까?
이거"
なんか鼓動が\n早くなるんすよね,"왠지 심장이
빨라지네요"
あ！　暇だったり\nするっすか？\nじゃあ一緒に遊ぶっす！,"아! 한가하거나 
하심까?
그럼 같이 노는 검다!"
！\n今の刺激ですごいこと\nひらめいたっす！,"!
지금 자극으로 굉장한 생각이
번뜩였슴다!"
プロデューサーさん、\nよく触るっすね\nあはは、触り返すっすよ！,"프로듀서님, 
잘 만지네요
아하하, 저도 만질 검다!"
プロデューサーさん！\n楽しいこと思いついたっす！\n一緒にやるっすよ,"프로듀서님!
재밌는 일 생각났슴다!
같이 하는 검다"
ワクワクするっす～,두근두근 함다~
テレビ見るっすよ！\nプロデューサーさん！\n面白そうなのやってるっす！,"텔레비젼 보는 검다!
프로듀서님!
재미있는 거 하고 있슴다!"
あ、ちょうどいいとこに来た\nのど乾いたからお水ちょーだい,"아, 마침 잘 왔어
목 마르니까 물 좀 갖다 줘"
ふふんふーん……\n……あっ！　あんた、\nいつから見てたの！？,"흐흥흥ー……
…… 앗! 너,
언제부터 보고 있었어!?"
さーて\n今日もふゆの可愛さで\nみんなメロメロにしてやるわ！,"자ー그럼
오늘도 후유의 귀여움으로
모두 헤롱헤롱하게 만들어 주겠어!"
……あんたの態度次第で、示談で済ましてあげる,"…… 너의 태도에 따라, 합의로 끝내줄 수도 있어"
なにすんのよ！\nこのバカ！　バカ！　……バカ！！,"뭐하는 거야!
이 바보! 바보! ……바보!!"
ふゆなんて、触っても楽しくないでしょ……バカ,"후유같은 애, 만져도 즐겁지 않잖아……바보"
許すわけないけど、言い訳だけは聞いてあげる,"용서할 생각 없지만, 변명만은 들어 주겠어"
女の子の体に触るなら、相応の順序ってものがあんでしょ！,"여자애의 몸을 만질 거면, 거기에 맞는 순서라는 게 있을 거 아냐!"
マッサージ？\nあんたがしたいなら、させてあげてもいいけど,"마사지?
너가 하고 싶다면, 하게 해줘도 괜찮겠지만"
ちょっと！\nふゆを放っぽって何してんのよ！,"잠깐! 
후유를 내팽개치고 뭐하는 거야!"
ふゆを待たせるなんて、いい度胸してるわね,"후유를 기다리게 하다니, 배짱도 좋네"
……どこにいんのよ、バカ……,"……어디 있는 거야, 바보……"
流行の結果にあわせて、\nオーディションを受けてみてください♪,"유행의 결과에 맞추어, 
오디션을 받아 봐 주세요♪"
……プロデューサー\nちょっとアップしてくる……,"……프로듀서
조금 UP되기 시작했어……"
あ、あわわ……\n頭……まっしろ……,"아, 아와와……
머리…… 새하얘……"
ああっ……！　緊張で\nどうにかなっちゃいそう……！,"아앗……! 긴장으로
어떻게 되버릴 것 같아…!"
あたしにも、できるかなぁ,"나도, 할 수 있을까"
あーもう、心配で集中できないじゃない……,"아정말, 걱정되서 집중할 수 없잖아……"
いいカンジに\nあったまってきた～,"좋은 느낌으로
따뜻해지기 시작했어~"
いつも通り落ち着いてやれば大丈夫……かな,평소대로 침착하게 하면 괜찮…으려나
うぅー、緊張してきたー！\nねぇねぇちょっと話そうよ！,"우우, 긴장된다―!
저기 저기, 잠깐 이야기하자!"
うう～……ここまで大きいステージは初めてかも……,우우~……이렇게 큰 스테이지는 처음일지도……
うちならできる……緊張？\nし、しとらんよ！？,"나라면 할 수 있다… 긴장? 
하, 하지 않았구마!?"
お客さん……ちゃんと、満足してくれるかな……,"관객분들……제대로, 만족해주시려나……"
お客さん、いなくても\n気にしませんしー……,"관객분들, 없어도
신경쓰지 않으니깐―……"
お客さん、来てくれるでしょうか……,"관객분들, 와 주실까요……"
お客さん、来てるのかなー？　どうかなー？,"관객분들, 와 있을까나? 어떠려나?"
お客さんいっぱい……\nき、緊張する……,"관객분들 가득해……
기, 긴장된다……"
お客さんが望む、理想の\nアイドルを見せなきゃ……,"관객분들이 바라는, 이상적인
아이돌을 보여줘야 해……"
お客さんの入りが、多いといいんだけどね……,관객분들이 많이 오셨으면 좋겠는데 말야……
お客さんはチョコみたいに\n甘くはないよね……！,"관객분들은 초콜릿같이
달콤하진 않겠지……!"
このスケール、\nちょいヤバくね？,"이 스케일, 
조금 위험하지 않아?"
さて、そろそろ準備するわ！,"자 그럼, 슬슬 준비할게!"
そうそうあがったりしないと\n思ってたんだけどな……,"그렇게 흥분하거나 하지 않는다고
생각했었는데 말야……"
そろそろ出番っすか？,슬슬 나갈 차례임까?
だんだん緊張してきました,점점 긴장돼요
ちゃんとやれるかな……\n普通すぎって思われちゃうかも,"제대로 할 수 있을까나……
너무 평범하다고 생각할지도"
ちゃんと練習したんだ\nきっと大丈夫……,"제대로 연습했어
분명 괜찮을 거야……"
ちょっとブルってきたかも……,조금 우울해졌는지도……
できるかどうか、じゃない……\n最善を尽くすしかないわね,"할 수 있을지 어떨지, 가 아니야……
최선을 다할 수 밖에 없어"
どうしたらいいでしょう……\nふ、震えてしまって……,"어떻게 하면 좋을까요……
떠, 떨려서……"
なんかぁ、そわそわしますー……,"왠지, 안절부절해요―……"
なんだかいつもと違うっす,뭔가 평상시와 다름다
なんだか\nドキドキしてきました……,"뭔가
두근두근 하기 시작했어요……"
ふう……大丈夫、ふゆならやれる……,"후우…… 괜찮아, 후유라면 할 수 있어……"
ふふ、お客さんにも、素敵な装いの人がいっぱいです,"후후, 관객분들 중에도 멋진 복장을 한 사람이 많네요"
まだまだ今の私では……\nいえ、なんとかやってみせるわ,"아직 지금의 나로서는……
아니, 어떻게든 해보이겠어"
もうすぐ始まるんだよね。うわーキンチョーしてきたー,이제 곧 시작되는 거네요. 우와긴장된다―
もっとレッスンをしておきたいです,좀 더 레슨을 해두고 싶어요
やべーな\n緊張してきたぜ……,"큰일이네
긴장된다……"
やるっきゃない、よね……！,할 수 밖에 없겠지……!
わ、わたし包帯を……\n巻きなおしてきます……！,"저, 저 붕대를……
다시 감아올게요……!"
わたし、今回の衣装\n好きっす！,"저, 이번 의상
좋슴다!"
わーお……これはちょっと\n飲まれちゃいそうかも……,"와~……이건 좀
휩쓸려버릴 것 같은데……"
パフォーマンス、\nちょっとアレンジしたいっす,"퍼포먼스, 
조금 어레인지 하고 싶슴다"
ファンのみなさんを……\nがっかりさせないでしょうか,"팬 여러분을……
실망시키지는 않을까요"
ファンの声援って、最高に気持ちいいの。なんでもできそう！,"팬의 성원은, 최고로 기분이 좋아. 뭐든지 할수 있을 것 같아!"
フェス、やってる……\nどこかに……隠れたい……,"페스, 하고 있어……
어디엔가…… 숨고 싶다……"
フェスが始まるね！\n心臓バクバクだよー……！,"페스가 시작되네! 
심장이 두근두근 해……!"
