text,trans
『イルミネーションスターズの３人、可愛いから好き！』,"『일루미네이션 스타즈의 3명, 귀여워서 좋아!』"
──真乃とめぐるなら、わかるけど……,마노하고 메구루라면 알겠지만...
えー？　そのファンレターの人はー、\r\n灯織の今みたいなところを言ってるんだと思うなー？,뭐어? 그 팬레터 쓴 사람은\r\n히오리의 지금 같은 면을 말하고 있는거 같은데?
も、もう……！\r\nめぐるはいつもそうやって……！,"정, 정말...!\r\n메구루는 언제나..."
えへへー,에헤헤...
私たちのこと……こんなにたくさん、\r\n見てくれる人ができたんだね……,우리들을 이렇게 많이 \r\n봐주는 사람들이 생겼구나...
！,!
──うん……！\r\n……気持ちに、応えなきゃ……！,응...!\r\n그 마음에 보답해야지!
そうだね──\r\n感謝祭、絶対みんなに楽しんでもらおう,"그렇네...\r\n감사제, 모두가 즐길수 있게 해주자."
めぐるの言う通りだ\r\nいいライブにできるよう、みんなで頑張ろう,메구루가 말한 대로야\r\n좋은 라이브가 될 수 있도록 모두 노력하자.
はいっ,네
──それじゃあ、早速最初の仕事をお願いしようか\r\nラジオ番組へのゲスト出演の依頼が来てる,그러면 바로 처음 일을 부탁할수 있을까\r\n라디오 프로그램의 게스트 출연 일이야.
トークはもちろんだけど、\r\nここで、感謝祭の宣伝をしてきてほしい,토크는 물론이지만\r\n여기서 감사제의 선전도 하면 좋겠어.
──ただ、ここのディレクターさんは、業界でも有名なんだ\r\n仕事がデキる人だという意味でも、厳しいという意味でも,다만 여기의 디렉터는 업계에서 유명해\r\n일이 잘된다는 의미에서도 어렵다는 의미에서도.
──……えへへ\r\nそういうこと聞くと、燃えてきちゃうね,에헤헤\r\n그런말 들으면 불타오르잖아.
うん\r\n難しくても、大変でも、やり遂げよう,"응\r\n어렵더라도, 큰일이라도, 해내자."
聞いてくれている人に──ファンのみなさんに、\r\n私たちの気持ちが、届くように──……,"들어주는 분들에게, 팬 분들에게\r\n우리들의 마음이 닫을 수 있도록..."
うんっ,응!
──おさらい、いきます！,"다시한번, 가겠습니다!"
明るく元気にハキハキと！,"밝고 건강하게, 또릿또릿 하게!"
相手の目を見て、一生懸命……っ,"상대방의 눈을 보고, 열심히..."
緊張するのは当たり前,긴장하는건 당연
でも、笑顔は絶対忘れない……！,"그래도, 미소는 절대 잊지 않는다...!"
聞いてくれる人を思って、話すこと……！,들어 주는 사람을 생각하며 말하는것...!
うんっ……,응
（──……これなら、大丈夫そうだな）,(이거라면 괜찮을거 같네)
イルミネーションスターズのみなさん、\r\nこちらへお願いします！,"일루미네이션 스타즈 여러분,\r\n이쪽으로 와주세요!"
はいっ,네
３人とも、その調子だ\r\nいつも通り、落ち着いてな,3명 모두 그대로\r\n언제나대로 침착하게 해봐.
うんっ\r\nありがとう、プロデューサー！,응\r\n고마워 프로듀서!
──見ていてくださいね,보고 있어 주세요.
いってきます、プロデューサーさん,다녀오겠습니다. 프로듀서씨.
おう,오우
……,......
それでは本番前──３、２、１──,"그러면 시작까지 3, 2, 1."
お疲れ様でしたっ,수고하셨습니다.
（──問題なく終わって良かった\r\nディレクターさんの反応も悪くなかったし──）,"(문제 없이 끝나서 다행이네 \r\n디렉터의 반응도 나쁘지 않았고,)"
プロデューサーさん、お疲れさまでしたっ,"프로듀서씨, 수고하셨습니다."
うん、お疲れ様\r\n──良かったぞ,"응, 수고했어\r\n좋았네."
……！,...!
それなら、私たちも安心です……,그러면 저희도 다행이에요...
──ディレクターさんに挨拶をしてきますね,디렉터씨에게 인사 드리고 올게요.
頼んだよ、よろしくな,"그래, 잘부탁해."
……,......
……,......
（……スタジオを出てから、\r\nみんな、黙りがちなような──……）,(스튜디오를 나오자 마자\r\n모두 입 다물고 있네...)
──……えっと、それでね──,저기... 그래서 말이야...
──それでっ,그래서.
この間、大きいカップのバニラアイスを買ったの\r\nバケツみたいなやつ！,이번에 큰 컵의 바닐라 아이스를 삿어\r\n바케스 같은걸로!
うちはねー、大きいのを買ったら、\r\n『美味しいアイス創作選手権』が始まるんだけど,우리는 큰걸 사면\r\n『맛있는 아이스 창작 선수권』같은걸 하는데.
自分の器に取った分は、好きにしていいルールでね、\r\nそしたらお母さん、ラム酒をかけて食べてたんだーっ,"자기 그릇에 담은 만큼은 마음대로 먹어도 좋다는 룰로 말야\r\n그랬더니 엄마, 럼주를 잔뜩 먹어서는."
大人の味なんだって！,어른의 맛이래!
ほわ、大人の味……\r\nちょっと、食べてみたいかも……,"호와, 어른의 맛...\r\n조금 먹어 보고 싶을지도..."
美味しそう……,맛있을거 같아...
……,......
……,......
……,......
（……やっぱり……みんな、様子がおかしい\r\n収録が終わった時は元気だったのに──）,(역시... 모두의 상태가 이상하네\r\n수록이 끝났을 때는 활기찼는데)
……,......
……みんな、どうした？\r\nよかったら──何があったか、話してくれないか？,모두 어땟어?\r\n괜찮으면 어떤 일이 있었는지 말해주지 않을래?
スタジオだと人目があるから話せなかったんだろ？,스튜디오 에서라면 \r\n다른 사람들도 있으니 이야기 할 수 없었잖아?
今なら、まわりに誰もいないから,지금이라면 주위에 아무도 없으니까.
っ,......
……,......
……あのね、プロデューサー,저기 말이야... 프로듀서...
わたしたち──さっき、ディレクターさんに\r\nすっごく褒めてもらえたの,우리 조금전에 디렉터씨에게\r\n잔뜩 칭찬 받았어.
『今日のトークはすごく良かった』\r\n『３人ともキラキラしてて可愛かった』って──,『오늘의 토크는 굉장히 좋았다』\r\n『3명 모두 반짝반짝 빛나고 있어서 귀엽다』라고.
……,......
……うん\r\n……それで？,응\r\n그래서...?
……それでね、だから……,"그래서 말이야, 그러니까..."
『もう頑張ったらダメ』だって……,『이제 노력하면 안돼』래...
……『アイドルは可愛いことがすべて』だから……,『아이돌은 귀여운게 전부』니까...
『ちょっとできてないところもある、\r\n今ぐらいがちょうどいい』って……,『조금 모자른 점도 있는\r\n지금 정도가 딱 좋다』라고...
それは──,그건...
あっ、でもでも、そんなに気にはしてないよ！,"아, 그래도 그렇게 신경쓰지는 않아!"
……ただ、ちょっとだけ……,그저... 조금...
……えへへ……,에헤헤...
……,......
褒めていただけたのは、うれしいんです……\r\nでも……,칭찬 받을 수 있던건 기뻐요...\r\n하지만...
これ以上頑張っちゃいけないっていうのは……\r\nやっぱり、違うと思って……,더 이상 노력하는건 안된다고 하는건...\r\n역시 아니라고 생각해서...
……っ,......
そんなことを……,그런걸...
……,......
……みんな、俺は可愛いことがすべてだなんて理由で\r\nみんなを選んではいないよ,나는 사랑스러운것이 전부라는 이유로\r\n너희들을 선택하지 않았어.
だから、ディレクターさんの言うことは気にしすぎるな,"그러니까, 디렉터가 말하는건 너무 신경쓰지마."
……収録を褒められたことの方を、覚えておこう,수록때 칭찬 받은 것만 기억해두자.
……,......
──うん、そうだねっ,"응, 그렇네."
せっかく褒めてもらったんだもん、\r\n次はもっと上手くできるように──,"모처럼 칭찬받은걸,\r\n다음은 좀 더 잘 할 수 있게..."
──また『いいな』って思ってもらえるようにしなきゃ！,또『좋네』라고 칭찬 받을수 있도록!
……,......
うん……,응...
──あのっ、自主練の件なんですけど……,"저기, 자율연습 때문인데요..."
うん、ごめんな……\r\nレッスン場使えなくて……,"아, 미안...\r\n레슨장을 사용할 수 없어서..."
いえ……\r\nそれで、灯織ちゃんとめぐるちゃんと話して──,아뇨...\r\n그래서 히오리짱과 메구루짱하고 이야기 해봤는데...
空調工事をしている間は、\r\n公園で練習しようって……,공사를 하고 있는 동안에는\r\n공원에서 연습하자고 했어요.
……大丈夫でしょうか……？,괜찮을까요...?
──不便をかけてごめんな……\r\n公園で練習、了解だ,"불편하게 해서 미안...\r\n공원에서 연습, 괜찮아."
他の人の迷惑にならないようにだけ、気を付けて\r\nそれから──……,다른 사람들에게 폐 안끼치도록만 조심해\r\n그리고...
……？\r\nどうかしましたか……？,...?\r\n무슨일인가요...?
……──あ、いや……練習、頑張ってな\r\n灯織とめぐるにも伝えておいてくれ,"아, 아니... 연습 힘내\r\n히오리와 메구루에게도 전해줘."
ありがとうございます、プロデューサーさん……\r\n──……それじゃあ、失礼します,감사합니다 프로듀서씨...\r\n그러면 실례할게요.
（……大丈夫かって、聞けなかったな……）,(괜찮은지 물어볼수 없었네...)
（…………──よしっ……！）,(좋아...!)
ワン・ツー・スリー・フォー\r\nワン・ツー・スリー・フォー,원 투 쓰리 포\r\n원 투 쓰리 포
──っはぁ、はぁ……,"하아, 하아..."
……ど、どうだった……！？,"어, 어땟어...!?"
見てるわたしもワクワクしちゃうようなダンスだった！\r\n一緒に踊りたかったもん！,보고있는 나도 두근두근 해지는 댄스였어!\r\n같이 춤추고 싶어지네!
それは──めぐるだから、っていうのもあるでしょ,"그건 메구루니까, 인것도 있잖아."
えへへー、確かに\r\n３人一緒がいいもんねっ,"에헤헤, 확실히\r\n3명 같이가 좋네."
でもでも、ふたりが上手だったのも本当,"그래도, 두사람이 정말 잘하기도 했어."
──あとは、もっとすいすい踊れるようになったら\r\nもっと楽しそうかな！,"다음에는, 좀더 휙 휙 춤출 수 있게 되면\r\n좀더 즐거울거 같네!"
すいすい、か……\r\n体に覚え込ませなきゃ……,휙휙 인가...\r\n익숙해지도록 해야겠네...
ほわ、私もっ……,"호와, 나도..."
わたしも忘れちゃわないように踊らなきゃだなー,나도 잊어버리지 않게 춤춰야 겠어.
──……,......
……こういうところ、ちゃんと伝わればいいのに──,이런게 제대로 전해진다면 좋겠는데.
灯織ちゃん……？,히오리짱...?
……私たち、今のまま──未熟なままでいいなんて、\r\n全然思ってないから……,"우리들... 지금 이대로, 미숙한 대로 라니\r\n전혀 그렇게 생각 안하니까..."
だから……伝わればいいのに、って,그러니까... 전해지면 좋겠다 싶어서.
……,......
……ステージは──……\r\nアイドルの仕事は、恩返しをする場所なのに,스테이지는...\r\n아이돌의 일은 감사를 전하는 곳인데.
灯織……,히오리...
──っ、ダメダメ、アイドルは笑顔が基本……！\r\n笑ってなきゃ、伝わるものも伝わらないよね……,"아, 안돼 안돼 아이돌은 미소가 기본이니까!\r\n웃지않으면 전해질것도 전해지지 않으니까..."
……,......
…………,......
──……今は……赤い空だから……\r\nちょっと、立ち止まる時間なんだと思うな,지금은 붉은 하늘이니까...\r\n조금 멈춰 설 시간이라고 생각해.
……\r\n赤で、止まるんだったら……,......\r\n빨강으로 멈춘다는거면...
……──おーい！　みんなー！,어이! 모두들!
！？,!?
プロデューサーさん……？,프로듀서씨...?
いただきますっ,잘먹겠습니다.
召し上がれ\r\n熱いから気を付けるんだぞ,맛있게 먹어\r\n뜨거우니까 조심해.
っん～～！\r\nあんこが美味しーい！,으음~~!\r\n팥소가 맛있네!
めぐるはたい焼き、頭から食べるんだね,"메구루는 붕어빵, 머리부터 먹는구나."
ん、灯織はしっぽからなの？,"응, 히오리는 꼬리부터야?"
なんか……ちょっと可哀想で……,뭔가... 조금 불쌍해서...
わたしは食べてる時に目が合っちゃうと気まずいなーって,나는 먹고있을때 눈이 마추치는게 싫어서.
……！\r\nそれは……考えたことなかった……,.....!\r\n그건... 생각해본적 없었네...
……,......
……？\r\n真乃、どうかした……？,"...?\r\n마노, 왜그래?"
……しっぽ……\r\n……あと一口で……なくなっちゃう……,꼬리...\r\n한입만 먹으면 없어지네...
……そ、そっか……,"그, 그래..."
うん……,응...
っ……\r\n……美味しかった……,아음...\r\n맛있었네...
本当にありがとうございました、プロデューサーさん,정말 감사합니다 프로듀서씨.
いや、そこまで喜んでもらえたなら本望だよ\r\n……この後はまた練習か？,"아니, 그렇게 기뻐해주니 다행이네\r\n이 뒤에는 또 연습이야?"
──はい,네
無理して体を壊さないようにな\r\nみんな、もう結構な時間続けてるんだろう？,무리하지 말고\r\n꽤 오래 하고 있지 않았어?
それは、そうなんですけど……\r\nそれでも──……,그건 그렇지만...\r\n그래도...
まだやれるって、思っていますから,아직 할 수 있다고 생각하니까요.
灯織……,히오리...
……あ、すみません……\r\nせっかく心配してくださったのに……,"아, 죄송해요...\r\n모처럼 걱정해주셨는데..."
それに、ふたりも──\r\n無理はしないでほしい、難しかったら教えてほしいし──,"게다가 두사람도\r\n무리 하지 않으면 좋겠고, 어려운곳은 알려줬으면 해서."
灯織ちゃん、休憩したから平気だよ\r\nたくさん頑張れそうっ,"히오리짱, 쉬었으니까 괜찮아.\r\n열심히 힘낼 수 있을거 같아."
わたしももちろん元気だよーっ\r\n無理なんてないないっ,나도 당연 건강하다고\r\n무리 같은거 하지 않아
……そっか,그래...
なら安心だな\r\n──っていうのと……,그러면 안심이네\r\n그거하고...
──みんな、俺にも何か手伝わせてくれないか？\r\n今日の自主練もだし、この先もできる限り,나도 뭔가 돕게 해주지 않을래?\r\n오늘의 자율연습에서하고 앞으로도.
えっ\r\nでも、プロデューサーは他にもお仕事とか……,"네?\r\n그래도, 프로듀서는 다른 일이라던가..."
それはどうとでもなるよ\r\nそんなことより──,그건 어떻게든 되니까\r\n그런거보다.
力になりたいんだ,힘이 되고 싶어.
……俺は、イルミネーションスターズの\r\n最初のファンでもあるからさ,나는... 일루미네이션스타즈의 \r\n최초의 팬이기도 하니까
みんなの今までも、これからも──そして今も、\r\n応援したい気持ちでいっぱいなんだよ,"모두의 지금까지도, 앞으로도 그리고 지금도\r\n응원하고 싶어."
ステージでたくさんの勇気と元気をくれるみんなに\r\n少しでも恩返しができるなら、こんなに嬉しいことはない,"스테이지에서 많은 용기와 힘을 주는 모두에게\r\n조금이라도 도울 수 있으면, 그보다 기쁜건 없어."
そんな、プロデューサーさん……っ\r\n恩返しがしたいのは、私たちの方で──……,"그런, 프로듀서씨...\r\n감사하고 싶은건 저희들이고..."
……でも……\r\nそういうふうに言ってもらえるのは、とっても……,그래도... \r\n그런 말 들으면... 매우...
とっても、あたたかいですっ,매우 따뜻해져요.
みんなの成長を\r\n見逃したくない,모두의 성장을\r\n놓치고 싶지 않아
この練習の間にだって、みんなは先に進んでいくんだ\r\nそれはきっと、俺がいようがいまいが関係ない,이 연습 동안에 다들 분명 앞으로 나아가겠지\r\n그건 분명 내가 있든 없든 그럴거야.
──でも、だからこそ、\r\nその輝きを一番近くで見たいと思ってさ,"그래도, 그러니까\r\n그 빛을 내가 제일 옆에서 보고 싶어."
……関係ないなんてこと、ありません\r\nあなたは私たちのプロデューサーなんですから,"있든 없든이라니, 그렇지 않아요\r\n당신은 저희들의 프로듀서니까."
プロデューサーが見ていてくれるなら、私たちは──\r\nきっと、もっと輝ける……,프로듀서가 보고 있어 주신다면 저희들은\r\n분명 더 빛날수 있어요...
──そう、約束します,그렇게 약속할게요.
みんなと一緒に\r\n頑張らせてほしい,모두와 같이\r\n노력하고 싶어
プロデューサー相手に遠慮なんかしなくていいんだ,프로듀서에게 사양 같은건 하지 않아도 괜찮아.
俺は、みんなに必要なことならなんでもするし、\r\nなんでもしたいし──,나는 모두에게 필요한거라면 뭐든지 하고\r\n뭐든지 하고 싶고.
そう思わせてくれるみんなに、報いたいんだから,그렇게 해주는 모두에게 보답하고 싶으니까.
もー……！　『一緒に頑張って』ってお願いしたいのは\r\nわたしたちなのに……！,정말...!『함께 노력하자』라고 부탁하고 싶은건 \r\n우리들인데...!
ずるいよ、プロデューサー……！,"치사해, 프로듀서...!"
……えへへ。でも、ありがとう\r\nプロデューサーがいるなら百人力だね,"에헤헤. 그래도, 고마워\r\n프로듀서가 있으면 백군만마네."
……決まりだな？,결정된거지?
はい\r\nよろしくお願いします、プロデューサー,네\r\n잘부탁드립니다 프로듀서.
……自主練、次からはもっと早く集まりますね,"자율연습, 다음부터는 조금 더 빨리 모이니까요."
プロデューサーが手伝ってくれるなら、\r\nあんまり遅くなるわけにもいかないし──,프로듀서가 도와주신다면\r\n너무 늦게 할수도 없으니까요.
確かに！,그렇네!
えへへー、じゃあ次からは急ぎめで開催だねっ\r\n──晴れるといいなぁ,"에헤헤, 그러면 다음부터는 서둘러서 개최네\r\n맑으면 좋겠다."
そうだね,그렇네.
『赤い空が、立ち止まる時間だとしたら\r\n青い空は──』,『붉은 하늘이 멈춰설 시간이라고 하면\r\n푸른 하늘은』
力になりたいんだ,힘이 되고 싶어
みんなの成長を\r\n見逃したくない,모두의 성장을\r\n놓치고 싶지 않아
みんなと一緒に\r\n頑張らせてほしい,모두와 함께\r\n노력하고 싶어
……,음......
──わざわざ力のあるディレクターに意見する必要なんて\r\nないって……わかってはいるんです,일부러 힘 있는 디렉터에게\r\n 말한건 없다고... 알고는 있습니다.
今の彼女たちを可愛いと認めてもらえたのなら、\r\n十分だとも思っています。ただ──,지금의 그녀들이 귀엽다고 인정 받울 수 있던거로\r\n충분하다고도 생각하고 있습니다. 하지만.
イルミネーションスターズはそれだけじゃない,일루미네이션 스타즈는 그거뿐이 아닙니다.
そのことを──彼女たちの本当を、知ってもらいたいんです,"그 걸, 그녀들의 진실을, 알았으면 합니다."
──お願いします！\r\nあのディレクターに会いにいかせてください！,부탁드립니다!\r\n그 디렉터를 만날 수 있게 해주세요!
……,음......
ふん……お前もまだまだ甘いな,흠... 너도 아직 무르네.
──思った通りにやってこい,원하는대로 하고 와라.
社長──！\r\nありがとうございます！,사장님!\r\n감사합니다!
本当を、知ってもらいたい……か,"진실을, 알았으면 한다...인가."
『赤い空が、立ち止まる時間だとしたら\r\n青い空は──』,『붉은 하늘이 멈춰 설 시간이라고 하면\r\n파란 하늘은』
──よいしょっ,영차.
めぐる……元気だね……\r\n休憩中なのに、鉄棒なんて……,메구루... 기운 넘치네...\r\n휴식중인데 철봉이라니...
うん。……ふふ\r\n蜜を吸ってるメジロさんみたい……,응. 후후...\r\n꿀을 마시는 동박새 같아...
わあすごい！\r\nふたりともっ、掴めそうだよーっ！,와 굉장하다!\r\n두사람 모두 잡을 수 있을거 같아!
な、何が？,"뭐, 뭐가?"
雲が！,구름이!
雲が……？,구름이...?
こうやって逆さまで見るとね、目の前が全部空になるの！\r\nだから手を伸ばしたらいけそうだなーって──,이렇게 거꾸로 보면 눈 앞이 전부 하늘이야!\r\n그러니까 손을 뻡으면 닿을까 싶어서.
めぐる、危ないから手は離さないこと,"메구루, 위험하니까 손은 놓지 마."
わっ、読まれてたっ,"앗, 읽혔다."
それに、髪も下につきそう,"게다가, 머리카락도 그렇게 내려선."
えっ、ほんと！？,"어, 정말!?"
もう……\r\nあんまりひやっとさせないで,정말...\r\n너무 걱정시키지 말라고.
えへへ、ごめん,"에헤헤, 미안."
ふふ,후후
──そろそろ始める？,슬슬 시작할까?
そうだね,그래.
めぐるちゃんは平気？\r\nずっと鉄棒してたから……,메구루짱은 괜찮아?\r\n계속 철봉 하고 있었으니까...
うん、オッケーだよ！\r\nむしろもっと動きたいくらい！,"응, 오케이야!\r\n오히려 좀 더 움직이고 싶어!"
そっか,그런가.
……じゃあ、次はお昼ぐらいまで……かな,"그러면, 다음은 점심 정도 까지...일까."
うんうんっ、そうしたらみんなでご飯だね！\r\nそれまで頑張ろう！,"응 응, 그후에는 모두하고 밥 먹는거네!\r\n그때까지 열심히 하자!"
──……,......
お昼、楽しみだなーっ\r\n灯織もそれで大丈夫？,"점심, 기대되네\r\n히오리도 그걸로 괜찮아?"
うん……,응...
……,......
……ふたりとも,두사람 모두...
……私は、真乃とめぐるがずっと頑張ってきたこと\r\n……知ってるから,나는... 마노와 메구루가 계속 열심히 해온걸\r\n알고 있으니까...
んんっ？！,어어!?
灯織ちゃん……？,히오리짱...?
……ごめん……,미안...
私……\r\nあのディレクターの言葉、本当はすごく納得できなくて,나...\r\n그 디렉터의 말이 납득할 수 없어서.
真乃もめぐるも、こんなに頑張ってるのに……\r\nなんで否定するようなこと、って……！,마노나 메구루도 이렇게 열심히 하는데...\r\n어째서 그걸 부정하는 말을 하는지...!
すごく、悔しくて……,굉장히 분해서...
灯織……,하오리...
……ごめん\r\nこんなこと、ずっと引きずって──,미안\r\n이런 이야기로 계속 끌어서...
……ううん、灯織ちゃん──ごめんじゃないよ\r\nきっと……みんな一緒……,"아니, 히오리짱 미안하지 않아도 돼\r\n분명... 모두 같은 마음이야..."
私も……めぐるちゃんも……\r\nどうしてって──……,나도... 메구루짱도...\r\n어째서 라고...
うん……,응...
──あの日、灯織も言ってたけど,"그날, 히오리도 말했지만."
これ以上頑張っちゃいけないっていうのは、やっぱり……,"이 이상 열심히 하면 안된다는건, 역시..."
真乃……めぐる──……,마노... 메구루...
……うん,응...
……私あの後、ずっとやりきれない気持ちで……\r\nどうしてここまでなのかは……わかってなくて……,나 그후에 계속 참을수 없었어서...\r\n어째서 여기까지인가... 모르겠어서...
あのディレクターひとりの意見なのに……\r\nずっと、やり過ごせなくて……,그 디렉터 혼자만의 의견인데...\r\n계속 넘겨버릴수 없어서...
でも、この間の──夕方の練習のこと覚えてる？,"그래도, 이 전의 저녁 연습때 일 기억하고 있어?"
あの時プロデューサーは、信じてるって伝えてくれた\r\n私たちのことも、アイドルのことも,"그때 프로듀서는 믿고 있다고 말해줬잖아\r\n우리들에 대해서도, 아이돌에 대해서도."
……ラジオの収録の日もそうだった\r\n最初から、疑ってなくて……,라디오 수록때도 그했어\r\n처음부터 그래서...
──……だから、多分、私は……\r\n自分にも納得できてなかったんだと思って──,그러니까... 분명히 나는...\r\n자신에게도 납득할 수 없었던거라고 생각해.
あ……,아......
……そっか……,그런가...
そうだよね……\r\nそっか、だから──……,"그렇네...\r\n그런가, 그러니까..."
……──,......
──……練習、しよっか,연습... 할까?
──うん,응
じゃあ、発声から,"그러면, 발성부터."
目線は斜め上の方！　下は向かないよーっ,시선은 약간 위로 두고! 아래는 보지 않기.
お腹に手を当てて、息が入ってるかちゃんと意識,배에 손을 대고 숨이 제대로 들어가는지 의식해서.
──青空の向こうめがけて、届けるっ,"푸른 하늘의 저쪽을 목표로, 보낸다."
よーし届ける！,좋아 보낸다!
届ける──！,보낸다!
せーのっ,하나 둘.
（──ああ、もうこんな時間か\r\nそろそろみんなの練習が終わる頃だよな……）,(벌써 이 시간이네\r\n슬슬 애들의 연습이 끝날 무렵이구나...
（あれ、真乃から──）,(어라 마노한테서)
『お疲れ様です』,『수고하셨습니다』
『プロデューサーさんすみません、\r\n練習の後に、お時間をいただけないでしょうか……？』,"『프로듀서씨 죄송합니다,\r\n연습 후에 잠시 시간 되시나요...?』"
『私たちからプロデューサーさんに、\r\nお伝えしたいことがあります』,『저희들이 프로듀서씨에게\r\n말하고 싶은게 있어요』
（何かあったのか……？）,(무슨일이지...?)
（──とにかく急ごう）,(어쨋든 서두르자)
（……急いでる時に限って……）,(서두르는중에 하필...)
（──……）,(......)
──プロデューサー！,프로듀서!
え,응?
（あ、遮断器の向こう──！）,"(아, 건널목 건너에!)"
やっぱりだー！\r\nプロデューサー！！,역시나!\r\n프로듀서!
はぁっ、はぁっ……,"하아, 하아..."
ぷ、プロデューサーさんっ……！,"프, 프로듀서씨...!"
──っ！\r\nプロデューサーっ……！,!\r\n프로듀서!
（みんな……！？）,(애들아...!?)
おーい、みんなーっ……！\r\nどうしたんだ──……！,애들아...!\r\n무슨일이야?
──っ,
あのねーっ！\r\n早く聞いてほしくて、迎えにきたのーっ！,저기 말이야!\r\n빨리 말해주고 싶어서 마중 나왔어!
わたしたち、３人で話して──\r\nやっと──やっと、わかったから──！,"우리들 3명이서 말해보고\r\n이제야, 이제서야 알거 같아!"
だから、聞いてーっ！,그러니까 들어줘!
──本当は──！,사실은!
アイドルは可愛いだけでいいって言われたこと、\r\nどうしても、悔しかったんです……！,아이돌은 귀여운것만으로 괜찮다고 들은거\r\n굉장히 분했어요!
そんなことない、みんなもっと頑張って、\r\nファンの気持ちに応えたいって思ってるのにって──,"그렇지 않아, 모두 더 열심히 해서\r\n팬들에게 보답하고 싶다고 생각하는데..."
──でも──！,그래도!
──私、すぐに『違う』って思えなかった──……！,저는 바로『아니야』하고 말 못했어요!
私も──私も一緒です──……！,"저도, 저도 그래요!"
プロデューサーさんは\r\nあの日も迷わず信じてくれたのに──,프로듀서씨는\r\n그날도 의심 않고 믿어 주셨는데...
この間の夕方も、信じて応援してくれたのに──,"저번 저녁에도, 믿고 응원해주셨는데..."
私は、自分のことを信じきれてなかったんです──……っ,"저는, 저 자신을 믿지 않았어요..."
──だから！\r\nだから、ずっとモヤモヤしたままだったの！,"그러니까!\r\n그러니까 계속, 머뭇머뭇 한 채 였어!"
『絶対に違う』って、\r\n『わたしたちはそんなものじゃない』って──,『절대 아니야』라고\r\n『우리들은 그렇지 않아』라고
あのディレクターさんに届けようって……\r\n頑張れなかった──……！,그 디렉터씨에게 말하자고...\r\n할수 없었어...
──……だからっ……,그러니까...
きっと──……\r\n届かなかったのは、自分のせいなんです……！,"분명히...\r\n하지 못했던건, 자신의 탓이에요!"
──ごめんなさいっ……,죄송해요...
ごめんなさい──！,죄송합니다!
（……違う……！）,(아니야...!)
──違う、違うぞ、みんな──！\r\nみんなが謝るようなことは、なんにもない──……！,"아니, 아니야, 애들아!\r\n너희들이 사과할 일은 아무것도 없어...!"
！,!
──アイドルの道は、\r\n『可愛い』だけで生きていけるほど簡単じゃないんだ,아이돌의 길은\r\n『귀엽다』라는 것만으로 갈 수 있을만큼 쉽지 않아.
その道を、みんなは懸命に切り開いているんだぞ！,"그 길을, 모두 열심히 걷고 있는거야!"
ダンスにも、歌にも、\r\nあんなにも必死に想いを込めていたじゃないか！,"댄스에도, 노래에도\r\n그런 필사적인 마음을 담고 있었잖아!"
希望、未来、輝きを信じる気持ちや、\r\nどこまでも飛べるんだっていう気持ち……！,"희망, 미래, 빛을 믿는 마음이나\r\n어디까지라도 날 수 있다고 믿는 마음...!"
それは、ここにはちゃんと届いてる\r\nだから──！,"그게, 여기에 닿고 있으니까.\r\n그러니까!"
その想いが届かないなんて、そんなこと絶対に……！\r\n絶対にないんだ！,"그 생각이 전해지지 않는다니, 그런 일 절대로...!\r\n절대 그렇지 않아!"
──……！,!
プロデューサーさん……っ,프로듀서씨...
うん……っ,응...
プロデューサーさんっ……！\r\n私たち──！,프로듀서씨!\r\n저희들은!
──っ,
──……！,...!
──っ！,!
──プロデューサー、聞こえた……！？,"프로듀서, 들렸어...!?"
……いや、すまん……\r\n聞こえなかった……,"아니, 미안...\r\n들리지 않았어..."
……その、なんて言ってたんだ……？,"그, 뭐라고 말한거야...?"
……,......
……えへへ,에헤헤
──もう一回言うのは恥ずかしいから、また今度！,"다시 한번 말하는건 부끄러우니까, 다음 기회에!"
えっ……,어...
えっと……うん……\r\nきっと……感謝祭のステージで──……,저기요...네...\r\n분명히...감사제의 스테이지에서...
感謝祭のステージで、お伝えできると思います\r\n……約束、です,감사제의 스테이지에서 전할수 있다고 생각해요\r\n약속...이에요.
うん──,응...
なので、プロデューサー\r\nその時に、聞いてください,"그러니, 프로듀서\r\n그 때에, 들어주세요."
今度は、ちゃんと,"그때는, 제대로."
──……,......
わかった\r\n楽しみにしてる,알았어\r\n기대하고 있을게.
──じゃあ、事務所に戻ろっか！,"그러면, 사무실로 돌아갈까!"
おう\r\n……悪かったな、迎えにきてもらって,"그래\r\n미안해, 마중나오게 해서."
ううん、ちゃんと会えてよかった！,"아니야, 제대로 만나서 다행이야!"
あっ……そういえば……,아...그러고보니...
プロデューサーがこの道通らないかも、とか……\r\n全然考えてなかった……,프로듀서가 이 길로 오지 않을 경우를...\r\n생각하지 못했네...
迂闊……,우활...
そ、そんなことないよ灯織ちゃん……っ\r\nちゃんと会えたんだし……,"그, 그렇지 않아 히오리짱...\r\n제대로 만났고..."
そうそう！\r\nわたしは心配してなかったよーっ,그래 그래!\r\n나는 걱정 안했다고.
だってプロデューサーとわたしたちなんだもん！,왜냐하면 프로듀서와 우리들인걸!
ねーっ？,그치?
～～♪,~~♪
（ああ、真乃だ──）,"(어, 마노다)"
（──よし、今度は驚かさないように……）,"(좋아, 이번에는 놀라지 않게...)"
あ──,아...
……すまん、やっぱり驚かせちゃったか,"미안, 역시 놀라게 해버렸나."
